Player;0; 0,5; 0
Arrow;1,992572; 0,5; 4,981431
Player;0; 0,5; 0
Arrow;1,985144; 0,5; 4,962861
Player;0; 0,5; 0
Player;0; 0,5; 0
Player;0; 0,5; 0
Player;0; 0,5; 0
Player;0; 0,5; 0
Player;0; 0,5; 0
Player;0; 0,5; 0
Player;0; 0,5; 0
Player;0; 0,5; 0
Player;0; 0,5; 0
Player;0; 0,5; 0
Player;0; 0,5; 0
Player;0; 0,5; 0
Player;0; 0,5; 0
Player;0; 0,5; 0
Player;0; 0,5; 0
Arrow;1,861347; 0,5; 4,653369
Player;0; 0,5; 0
Player;0; 0,5; 0
Player;0; 0,5; 0
Player;0; 0,5; 0
Player;0; 0,5; 0
Player;0; 0,5; 0
Arrow;1,821369; 0,5; 4,553423
Player;0; 0,5; 0
Player;0; 0,5; 0
Arrow;1,804298; 0,5; 4,510746
Player;0; 0,5; 0
Arrow;1,798234; 0,5; 4,495584
Player;0; 0,5; 0
Arrow;1,791952; 0,5; 4,479882
Player;0; 0,5; 0
Player;0; 0,5; 0
Arrow;1,773371; 0,5; 4,433428
Player;0; 0,5; 0
Arrow;1,766577; 0,5; 4,416442
Player;0; 0,5; 0
Arrow;1,761013; 0,5; 4,402534
Player;0; 0,5; 0
Arrow;1,754697; 0,5; 4,386743
Arrow;1,748703; 0,5; 4,371759
Player;0; 0,5; 0
Arrow;1,742443; 0,5; 4,356108
Player;0; 0,5; 0
Arrow;1,736276; 0,5; 4,340689
Player;0; 0,5; 0
Arrow;1,729816; 0,5; 4,32454
Player;0; 0,5; 0
Arrow;1,723765; 0,5; 4,309413
Player;0; 0,5; 0
Arrow;1,717338; 0,5; 4,293345
Player;0; 0,5; 0
Player;0; 0,5; 0
Arrow;1,69918; 0,5; 4,24795
Player;0; 0,5; 0
Arrow;1,692828; 0,5; 4,232071
Player;0; 0,5; 0
Arrow;1,686578; 0,5; 4,216445
Player;0; 0,5; 0
Arrow;1,680569; 0,5; 4,201421
Arrow;1,674352; 0,5; 4,185879
Player;0; 0,5; 0
Arrow;1,667693; 0,5; 4,169233
Player;0; 0,5; 0
Arrow;1,662059; 0,5; 4,155149
Player;0; 0,5; 0
Arrow;1,65582; 0,5; 4,139551
Player;0; 0,5; 0
Arrow;1,648307; 0,5; 4,120768
Player;0; 0,5; 0
Arrow;1,643389; 0,5; 4,108471
Arrow;1,637173; 0,5; 4,092933
Player;0; 0,5; 0
Player;0; 0,5; 0
Player;0; 0,5; 0
Arrow;1,618361; 0,5; 4,045902
Player;0; 0,5; 0
Arrow;1,612504; 0,5; 4,03126
Player;0; 0,5; 0
Arrow;1,606209; 0,5; 4,015522
Arrow;1,600123; 0,5; 4,000307
Player;0; 0,5; 0
Arrow;1,59427; 0,5; 3,985675
Player;0; 0,5; 0
Arrow;1,58735; 0,5; 3,968375
Player;0; 0,5; 0
Arrow;1,581457; 0,5; 3,953641
Player;0; 0,5; 0
Arrow;1,575376; 0,5; 3,93844
Arrow;1,569202; 0,5; 3,923005
Player;0; 0,5; 0
Arrow;1,562954; 0,5; 3,907384
Player;0; 0,5; 0
Player;0; 0,5; 0
Player;0; 0,5; 0
Arrow;1,544062; 0,5; 3,860154
Player;0; 0,5; 0
Arrow;1,538158; 0,5; 3,845396
Arrow;1,532067; 0,5; 3,830166
Player;0; 0,5; 0
Arrow;1,52592; 0,5; 3,8148
Player;0; 0,5; 0
Arrow;1,519714; 0,5; 3,799284
Player;0; 0,5; 0
Arrow;1,513459; 0,5; 3,783646
Player;0; 0,5; 0
Arrow;1,506838; 0,5; 3,767094
Player;0; 0,5; 0
Arrow;1,501079; 0,5; 3,752698
Arrow;1,494922; 0,5; 3,737305
Player;0; 0,5; 0
Arrow;1,488746; 0,5; 3,721866
Player;0; 0,5; 0
Arrow;1,482483; 0,5; 3,706207
Player;0; 0,5; 0
Player;0; 0,5; 0
Player;0; 0,5; 0
Arrow;1,463824; 0,5; 3,659559
Player;0; 0,5; 0
Arrow;1,457615; 0,5; 3,644037
Arrow;1,451399; 0,5; 3,628496
Player;0; 0,5; 0
Arrow;1,445406; 0,5; 3,613515
Player;0; 0,5; 0
Arrow;1,438012; 0,5; 3,59503
Player;0; 0,5; 0
Arrow;1,432597; 0,5; 3,581492
Player;0; 0,5; 0
Arrow;1,425805; 0,5; 3,564512
Player;0; 0,5; 0
Arrow;1,419955; 0,5; 3,549886
Arrow;1,413227; 0,5; 3,533066
Player;0; 0,5; 0
Arrow;1,407455; 0,5; 3,518637
Player;0; 0,5; 0
Player;0; 0,5; 0
Player;0; 0,5; 0
Arrow;1,386856; 0,5; 3,467139
Player;0; 0,5; 0
Arrow;1,382643; 0,5; 3,456606
Player;0; 0,5; 0
Arrow;1,375954; 0,5; 3,439884
Arrow;1,370809; 0,5; 3,427021
Player;0; 0,5; 0
Arrow;1,364076; 0,5; 3,410189
Player;0; 0,5; 0
Player;0; 0,5; 0
Arrow;1,351593; 0,5; 3,378981
Player;0; 0,5; 0
Arrow;1,339885; 0,5; 3,34971
Player;0; 0,5; 0
Arrow;1,334107; 0,5; 3,335265
Player;0; 0,5; 0
Arrow;1,327806; 0,5; 3,319515
Player;0; 0,5; 0
Player;0; 0,5; 0
Player;0; 0,5; 0
Arrow;1,308011; 0,5; 3,270026
Arrow;1,302681; 0,5; 3,256703
Player;0; 0,5; 0
Arrow;1,296518; 0,5; 3,241294
Player;0; 0,5; 0
Player;0; 0,5; 0
Arrow;1,283737; 0,5; 3,209342
Player;0; 0,5; 0
Arrow;1,277863; 0,5; 3,194656
Player;0; 0,5; 0
Arrow;1,271967; 0,5; 3,179918
Player;0; 0,5; 0
Arrow;1,259418; 0,5; 3,148543
Player;0; 0,5; 0
Arrow;1,253248; 0,5; 3,133118
Player;0; 0,5; 0
Player;0; 0,5; 0
Player;0; 0,5; 0
Arrow;1,234373; 0,5; 3,085932
Arrow;1,228828; 0,5; 3,072069
Player;0; 0,5; 0
Arrow;1,222463; 0,5; 3,056157
Player;0; 0,5; 0
Arrow;1,216358; 0,5; 3,040894
Player;0; 0,5; 0
Arrow;1,210211; 0,5; 3,025525
Player;0; 0,5; 0
Arrow;1,204033; 0,5; 3,010082
Player;0; 0,5; 0
Arrow;1,197685; 0,5; 2,99421
Arrow;1,191709; 0,5; 2,979272
Player;0; 0,5; 0
Arrow;1,185189; 0,5; 2,962971
Player;0; 0,5; 0
Arrow;1,179274; 0,5; 2,948184
Player;0; 0,5; 0
Player;0; 0,5; 0
Arrow;1,167506; 0,5; 2,918765
Player;0; 0,5; 0
Player;0; 0,5; 0
Arrow;1,146361; 0,5; 2,865901
Player;0; 0,5; 0
Arrow;1,140812; 0,5; 2,85203
Player;0; 0,5; 0
Player;0; 0,5; 0
Arrow;1,129984; 0,5; 2,82496
