Player, 0, 0.5, 0 

Arrow, 1.925722, 0.5, 4.814305 

Player, 0, 0.5, 0 

Arrow, 1.851444, 0.5, 4.62861 

Player, 0, 0.5, 0 

Player, 0, 0.5, 0 

Player, 0, 0.5, 0 

Player, 0, 0.5, 0 

Player, 0, 0.5, 0 

Player, 0, 0.5, 0 

Player, 0, 0.5, 0 

Player, 0, 0.5, 0 

Player, 0, 0.5, 0 

Player, 0, 0.5, 0 

Player, 0, 0.5, 0 

Player, 0, 0.5, 0 

Player, 0, 0.5, 0 

Player, 0, 0.5, 0 

Player, 0, 0.5, 0 

Player, 0, 0.5, 0 

Arrow, 0.6134748, 0.5, 1.533687 

Player, 0, 0.5, 0 

Player, 0, 0.5, 0 

Player, 0, 0.5, 0 

Player, 0, 0.5, 0 

Player, 0, 0.5, 0 

Arrow, 0.2622433, 0.5, 0.6556082 

Player, -0.0211176, 0.5, 0 

Arrow, 0.192425, 0.5, 0.4940706 

Arrow, 0.1578841, 0.5, 0.4141537 

Player, -0.06031248, 0.5, 0 

Arrow, 0.1282475, 0.5, 0.3579012 

Arrow, 0.09128403, 0.5, 0.2877418 

Arrow, 0.05685298, 0.5, 0.222389 

Player, -0.1277138, 0.5, 0 

Arrow, 0.00455822, 0.5, 0.1593778 

Arrow, -0.04466341, 0.5, 0.1000694 

Player, -0.2152529, 0.5, 0 

Arrow, -0.1229317, 0.5, 0.05415648 

Arrow, -0.1881592, 0.5, 0.01589341 

Player, -0.3407586, 0.5, 0 

Arrow, -0.3407586, 0.5, 0 

Player, -0.4757119, 0.5, 0 

Arrow, -0.4194886, 0.5, 0 

Arrow, -0.4757119, 0.5, 0 

Arrow, -0.4757119, 0.5, 0 

Player, -0.6402486, 0.5, 0 

Arrow, -0.5638299, 0.5, 0 

Arrow, -0.6402486, 0.5, 0 

Player, -0.8234234, 0.5, 0 

Arrow, -0.7190716, 0.5, 0 

Arrow, -0.7986716, 0.5, 0 

Player, -1.032895, 0.5, 0 

Arrow, -0.9382106, 0.5, 0 

Arrow, -0.9872126, 0.5, 0 

Arrow, -1.032895, 0.5, 0 

Player, -1.264626, 0.5, 0 

Arrow, -1.108464, 0.5, 0 

Arrow, -1.192392, 0.5, 0 

Arrow, -1.264626, 0.5, 0 

Player, -1.524853, 0.5, 0 

Arrow, -1.343803, 0.5, 0 

Arrow, -1.427908, 0.5, 0 

Player, -1.805183, 0.5, 0 

Arrow, -1.511335, 0.5, 0 

Arrow, -1.586407, 0.5, 0 

Arrow, -1.674194, 0.5, 0 

Player, -2.113853, 0.5, 0 

Arrow, -1.747498, 0.5, 0 

Arrow, -1.824952, 0.5, 0 

Player, -2.4415, 0.5, 0 

Arrow, -1.905635, 0.5, 0 

Arrow, -1.985818, 0.5, 0 

Player, -2.807717, 0.5, 0 

Arrow, -2.227057, 0.5, 0 

Player, -3.183687, 0.5, 0 

Arrow, -2.30833, 0.5, 0 

Arrow, -2.387668, 0.5, 0 

