"Zeit";"Position";"Signalgeschwindigkeit"
8,905333;1,739128;1,449335
8,906995;1,741634;1,507398
8,908597;1,744127;1,556081
8,910177;1,746531;1,521352
8,911753;1,748901;1,504284
8,913383;1,751264;1,449374
8,914938;1,75371;1,572998
8,916468;1,756042;1,52442
8,918042;1,758337;1,458097
8,919578;1,760698;1,536993
8,921625;1,763002;1,125529
8,926526;1,766072;0,6264227
8,928332;1,773425;4,071521
8,929887;1,776133;1,74236
8,931442;1,778465;1,499488
8,932959;1,780798;1,538002
8,934578;1,783073;1,405082
8,937428;1,785502;0,851931
8,939039;1,789778;2,654991
8,940627;1,792194;1,521803
8,942316;1,794575;1,409722
8,943881;1,797109;1,619631
8,945451;1,799456;1,495129
8,946997;1,801811;1,522789
8,948579;1,80413;1,46565
8,950178;1,806503;1,483689
8,951803;1,808903;1,477109
8,954205;1,811339;1,014639
8,956115;1,814942;1,885572
8,957706;1,817808;1,801138
8,959258;1,820194;1,538013
8,960835;1,822522;1,476112
8,962539;1,824887;1,388117
8,964106;1,827443;1,63185
8,965657;1,829793;1,514046
8,967187;1,83212;1,521559
8,968781;1,834415;1,439109
8,97052;1,836807;1,375328
8,972111;1,839415;1,639765
8,973658;1,841802;1,542876
8,97519;1,844121;1,514019
8,976732;1,84642;1,490097
8,978263;1,848734;1,511651
8,979792;1,85103;1,501931
8,984839;1,853322;0,4542139
8,987032;1,860894;3,45409
8,988611;1,864183;2,08171
8,99015;1,866552;1,540174
8,991685;1,86886;1,503553
8,993217;1,871162;1,503311
8,994768;1,873459;1,480149
8,996328;1,875787;1,492084
8,997851;1,878127;1,536773
8,999406;1,880411;1,469203
9,00096;1,882743;1,500316
9,002659;1,885075;1,372588
9,004279;1,887623;1,572997
9,005867;1,890053;1,530128
9,007481;1,892435;1,475861
9,009083;1,894856;1,511061
9,01064;1,897259;1,543717
9,012248;1,899594;1,451962
9,013838;1,902007;1,517161
9,016085;1,904392;1,061714
9,01804;1,907762;1,723775
9,019652;1,910694;1,818374
9,021308;1,913113;1,461027
9,023067;1,915596;1,411486
9,024661;1,918235;1,655203
9,026308;1,920627;1,452169
9,027881;1,923097;1,570785
9,029438;1,925456;1,515601
9,031061;1,927791;1,438429
9,03264;1,930226;1,540796
9,036964;1,932596;0,5482072
9,03866;1,939081;3,825118
9,040255;1,941624;1,594815
9,041935;1,944016;1,423177
9,043489;1,946537;1,623021
9,045027;1,948867;1,514033
9,04708;1,951175;1,124662
9,049067;1,954254;1,549733
9,05068;1,957234;1,845924
9,052279;1,959655;1,51571
9,053979;1,962052;1,408869
9,055616;1,964603;1,558151
9,057222;1,967059;1,529594
9,058744;1,969468;1,582044
9,060282;1,971751;1,485734
9,062039;1,974057;1,311512
9,06364;1,976693;1,648097
9,065216;1,979093;1,521559
9,066758;1,981459;1,534657
9,068366;1,983771;1,437716
9,069981;1,986184;1,494492
9,071587;1,988605;1,507876
9,073194;1,991014;1,499074
9,074757;1,993425;1,541896
9,076299;1,99577;1,520554
9,078444;1,998083;1,078084
9,080443;2,001301;1,610092
9,082143;2,004299;1,764152
9,083694;2,006849;1,644144
9,085263;2,009175;1,482291
9,086885;2,011529;1,450254
9,091226;2,013963;0,5610495
9,092869;2,020473;3,962082
9,094472;2,022937;1,537206
9,096111;2,025342;1,466632
9,097823;2,027801;1,4365
9,099398;2,030369;1,631309
9,100969;2,03273;1,50248
9,102665;2,035088;1,389698
9,104244;2,037632;1,611246
9,10583;2,040001;1,49412
9,107394;2,04238;1,520604
9,10949;2,044726;1,119026
9,111397;2,04787;1,650003
9,112967;2,050729;1,820245
9,114522;2,053085;1,51548
9,116085;2,055417;1,491355
9,11764;2,057762;1,507956
9,119187;2,060095;1,508325
9,120725;2,062415;1,508682
9,122383;2,064722;1,390919
9,123904;2,067209;1,635327
9,125456;2,069491;1,470489
9,127128;2,071819;1,392487
9,128702;2,074327;1,593042
9,130273;2,076688;1,503189
9,131866;2,079044;1,478076
9,133471;2,081435;1,490711
9,135079;2,083841;1,495823
9,138047;2,086253;0,8127195
9,139664;2,090706;2,754535
9,141752;2,093131;1,160929
9,150386;2,096263;0,3628974
9,154149;2,109213;3,440832
9,155899;2,114858;3,224446
9,157554;2,117484;1,587439
9,15912;2,119965;1,584635
9,160629;2,122313;1,555508
9,162317;2,124578;1,341511
9,163844;2,12711;1,658856
9,165407;2,1294;1,465173
9,166919;2,131744;1,550864
9,168493;2,134012;1,439503
9,170206;2,136374;1,379856
9,17178;2,138943;1,631923
9,173539;2,141304;1,341528
9,175258;2,143944;1,536358
9,177027;2,146521;1,456598
9,178633;2,149175;1,6526
9,180239;2,151584;1,500455
9,182008;2,153992;1,361448
9,18365;2,156646;1,615834
9,185247;2,159109;1,541173
9,187229;2,161506;1,210085
9,18917;2,164478;1,531304
9,190714;2,167388;1,884779
9,192244;2,169705;1,514786
9,193764;2,171999;1,508657
9,195332;2,17428;1,455431
9,196934;2,176631;1,466688
9,198482;2,179035;1,55331
9,200047;2,181357;1,48258
9,201743;2,183706;1,385128
9,206089;2,186249;0,5854018
9,207854;2,192767;3,691181
9,209486;2,195416;1,623708
9,211021;2,197863;1,593027
9,212605;2,200167;1,455329
9,214143;2,202542;1,544341
9,215693;2,204849;1,487522
9,218008;2,207175;1,004974
9,219925;2,210646;1,811275
9,221521;2,213521;1,800645
9,223225;2,215917;1,405854
9,224758;2,218472;1,666846
9,226375;2,220772;1,423135
9,227964;2,223196;1,524817
9,22958;2,225581;1,476023
9,23118;2,228004;1,513986
9,232835;2,230405;1,450855
9,234393;2,232887;1,592772
9,235916;2,235225;1,53523
9,23751;2,237509;1,433354
9,239065;2,239899;1,53638
9,240673;2,242233;1,451811
9,242493;2,244644;1,324868
9,244119;2,247374;1,678488
9,24637;2,249813;1,083548
9,296649;2,246663;1,618781
9,298343;2,243744;1,724032
9,299949;2,241205;1,581243
9,301657;2,238795;1,410303
9,303537;2,236233;1,362754
9,305148;2,233412;1,750662
9,306734;2,230996;1,52381
9,311067;2,228617;0,5490792
9,312773;2,222118;3,809387
9,314366;2,219559;1,605765
9,315927;2,217169;1,532593
9,317551;2,214829;1,440553
9,319114;2,212393;1,557847
9,320763;2,210047;1,422991
9,322543;2,207574;1,388655
9,324114;2,204903;1,700193
9,325685;2,202547;1,500687
9,327274;2,200191;1,481624
9,328919;2,197807;1,449467
9,330527;2,195339;1,534936
9,332081;2,192927;1,552468
9,333668;2,190597;1,467572
9,335249;2,188216;1,507032
9,338393;2,185845;0,7538346
9,339991;2,181129;2,951586
9,341645;2,178732;1,44855
9,34335;2,17625;1,455822
9,344921;2,173692;1,628473
9,346522;2,171336;1,471648
9,348186;2,168935;1,442284
9,349856;2,166438;1,495506
9,351504;2,163933;1,519958
9,353052;2,161462;1,596799
9,354596;2,15914;1,504346
9,356138;2,156824;1,501383
9,357758;2,154511;1,427862
9,359425;2,152081;1,458123
9,361067;2,149581;1,52233
9,362815;2,147118;1,408856
9,367105;2,144496;0,6111744
9,368876;2,13806;3,633551
9,370497;2,135403;1,640287
9,372148;2,132973;1,47149
9,373765;2,130497;1,531754
9,375326;2,128071;1,55337
9,376959;2,125729;1,434601
9,378523;2,12328;1,565027
9,380079;2,120933;1,508253
9,381818;2,118599;1,342682
9,38338;2,115992;1,669067
9,385026;2,113648;1,423444
9,38665;2,111179;1,520746
9,388207;2,108743;1,564096
9,38976;2,106407;1,504589
9,391481;2,104078;1,35313
9,393098;2,101496;1,596831
9,394669;2,099071;1,544066
9,396242;2,096715;1,497371
9,39781;2,094356;1,504538
9,399418;2,092003;1,463677
9,401015;2,089592;1,509124
9,402756;2,087195;1,377505
9,404311;2,084585;1,67742
9,405867;2,082252;1,500251
9,407407;2,079919;1,51455
9,408947;2,077608;1,500684
9,410601;2,075298;1,397
9,412148;2,072818;1,601569
9,413795;2,070495;1,410588
9,415382;2,068025;1,556602
9,417034;2,065645;1,441194
9,418676;2,063168;1,508262
9,422927;2,060704;0,5796112
9,424805;2,054329;3,395224
9,426363;2,051512;1,806836
9,428102;2,049174;1,345073
9,429679;2,046566;1,653556
9,431378;2,0442;1,391932
9,432984;2,041651;1,587379
9,434577;2,039243;1,512269
9,436236;2,036853;1,439533
9,437967;2,034364;1,438308
9,439579;2,031767;1,611456
9,441166;2,029351;1,522425
9,442901;2,026969;1,373234
9,444446;2,024368;1,683808
9,445998;2,022051;1,492458
9,447575;2,019722;1,477336
9,449124;2,017357;1,525374
9,450734;2,015032;1,444104
9,452436;2,012617;1,419081
9,454061;2,010063;1,572667
9,455666;2,007628;1,517169
9,457298;2,005221;1,474583
9,458974;2,002772;1,461413
9,460582;2,000258;1,563019
9,462296;1,997846;1,407256
9,463834;1,995274;1,671984
9,46537;1,992967;1,50164
9,467067;1,990663;1,358196
9,468727;1,988118;1,532691
9,470403;1,985628;1,486949
9,472041;1,983115;1,532732
9,473619;1,980656;1,558379
9,475167;1,97829;1,528753
9,476752;1,975968;1,465109
9,481211;1,97359;0,5333012
9,48301;1,966903;3,716124
9,484602;1,964204;1,695087
9,486215;1,961815;1,4813
9,487772;1,959396;1,553273
9,489383;1,95706;1,450529
9,490972;1,954645;1,520087
9,492582;1,952262;1,479314
9,494182;1,949845;1,511286
9,495734;1,947446;1,545152
9,497319;1,945117;1,469338
9,49892;1,94274;1,485034
9,500481;1,940338;1,539131
9,50225;1,937998;1,322587
9,503922;1,935344;1,588007
9,505623;1,932837;1,473113
9,507238;1,930284;1,580136
9,508869;1,92786;1,486114
9,510466;1,925414;1,532712
9,512069;1,923021;1,493351
9,513692;1,920616;1,480756
9,515301;1,91818;1,513788
9,516884;1,915767;1,524837
9,518435;1,913393;1,531131
9,519963;1,911067;1,521384
9,521472;1,908774;1,520104
9,523155;1,906511;1,344273
9,524742;1,903986;1,591009
9,526375;1,901605;1,458707
9,52803;1,899157;1,478595
9,529658;1,896674;1,525504
9,531305;1,894232;1,481995
9,532873;1,89176;1,576556
9,537396;1,889409;0,5199147
9,540483;1,882624;2,198276
9,542308;1,877995;2,535466
9,543941;1,875256;1,677928
9,54554;1,872808;1,530583
9,547115;1,870409;1,523457
9,548676;1,868046;1,514319
9,550271;1,865706;1,465922
9,55191;1,863311;1,460987
9,553524;1,860853;1,523961
9,555149;1,858433;1,488576
9,556769;1,855995;1,504923
9,558305;1,853564;1,583245
9,559881;1,851262;1,460514
9,561438;1,848897;1,519647
9,563244;1,846562;1,292413
9,564861;1,843853;1,67487
9,566418;1,841427;1,559174
9,567976;1,839092;1,497534
9,56957;1,836754;1,46741
9,571192;1,834364;1,473307
9,572975;1,831931;1,364789
9,574621;1,829256;1,624725
9,576311;1,826787;1,460795
9,577999;1,824252;1,502318
9,579536;1,82172;1,646523
9,581078;1,819414;1,496478
9,582888;1,817102;1,277115
9,584506;1,814387;1,677962
9,586091;1,81196;1,531004
9,58766;1,809582;1,5158
9,589234;1,807229;1,495134
9,590826;1,804868;1,482555
9,595197;1,802479;0,5465771
9,596873;1,795924;3,909584
9,598445;1,793409;1,600533
9,59997;1,791052;1,545555
9,601508;1,788764;1,486437
9,603315;1,786456;1,277454
9,604947;1,783745;1,661783
9,606626;1,781298;1,457886
9,608237;1,778781;1,561701
9,609821;1,776363;1,526638
9,611383;1,773987;1,52083
9,612932;1,771644;1,512488
9,614483;1,76932;1,498765
9,616099;1,766994;1,438845
9,617763;1,764569;1,457775
9,619355;1,762074;1,566676
9,620985;1,759685;1,466189
9,622804;1,757242;1,343628
9,624406;1,754513;1,703117
9,625966;1,75211;1,539729
9,627554;1,74977;1,474034
9,629107;1,747387;1,534007
9,630845;1,745058;1,340324
9,632449;1,742451;1,625433
9,633997;1,740046;1,553933
9,635524;1,737723;1,521156
9,637121;1,735433;1,432794
9,638744;1,733036;1,47717
9,640352;1,730602;1,514573
9,642122;1,728191;1,361844
9,643684;1,725535;1,6996
9,645276;1,723191;1,472775
9,646919;1,720804;1,452859
9,648548;1,71834;1,51319
9,653028;1,715897;0,5453414
9,654693;1,709177;4,034963
9,656259;1,706679;1,595956
9,657813;1,704331;1,510613
9,659395;1,701999;1,472926
9,660994;1,699625;1,485418
9,66274;1,697227;1,373228
9,664301;1,694608;1,677896
9,665922;1,692267;1,4445
9,667818;1,689836;1,282177
9,66972;1,686991;1,495506
9,671286;1,684138;1,821862
9,67286;1,681789;1,492388
9,6746;1,679428;1,357321
9,676205;1,676819;1,625298
9,677787;1,674411;1,522217
9,67944;1,672038;1,435039
9,681068;1,669557;1,524141
9,682944;1,667116;1,301199
9,684567;1,664302;1,733219
9,686153;1,661867;1,535784
9,687712;1,659488;1,526277
9,689251;1,65715;1,518575
9,690803;1,654841;1,488963
9,692394;1,652515;1,461488
9,693977;1,650127;1,508132
9,695551;1,647753;1,50848
9,697113;1,645391;1,511327
9,698638;1,643048;1,537428
9,700171;1,640761;1,492333
9,701887;1,638463;1,338432
9,703436;1,635887;1,66328
9,704968;1,633564;1,515865
9,7065;1,631266;1,500975
9,710981;1,628969;0,5125386
9,71264;1,622246;4,054381
9,714236;1,619759;1,557507
9,716018;1,617363;1,344517
9,717842;1,614691;1,465391
9,719643;1,611956;1,518623
9,72139;1,609254;1,54727
9,723303;1,606634;1,369103
9,724937;1,603764;1,755866
9,726545;1,601312;1,524832
9,728117;1,5989;1,534446
9,729659;1,596543;1,528804
9,731402;1,594229;1,326941
9,733027;1,591614;1,610405
9,734674;1,589179;1,477874
9,736245;1,586707;1,574024
9,737878;1,584351;1,442879
9,740695;1,581902;0,8692961
9,742551;1,577675;2,277724
9,744125;1,574892;1,766574
9,745675;1,572529;1,524867
9,747224;1,570205;1,501279
9,748757;1,567882;1,515039
9,750315;1,565583;1,476245
9,751888;1,563246;1,484625
9,753558;1,560885;1,413424
9,75541;1,55838;1,353047
9,757015;1,555603;1,730826
9,758601;1,553196;1,517127
9,760195;1,550816;1,493876
9,762078;1,548426;1,268604
9,763815;1,545601;1,626935
9,765447;1,542995;1,596446
9,769853;1,540548;0,5556191
9,771524;1,53394;3,952466
9,77309;1,531432;1,601306
9,774653;1,529083;1,502295
9,776517;1,526737;1,259092
9,778434;1,523943;1,457382
9,780201;1,521067;1,627458
9,782039;1,518416;1,443114
9,783638;1,51566;1,722666
9,785223;1,513261;1,513504
9,786758;1,510883;1,548719
9,788404;1,50858;1,399152
9,789961;1,506112;1,586419
9,791502;1,503777;1,514811
9,793126;1,501465;1,423202
9,794787;1,499029;1,46665
9,796466;1,496537;1,484028
9,798059;1,494018;1,581274
9,799616;1,491629;1,53478
9,801156;1,489294;1,516083
9,802896;1,486984;1,327287
9,804541;1,484373;1,587862
9,806108;1,481907;1,573687
9,80832;1,479556;1,062902
9,810183;1,476238;1,781036
9,811731;1,473444;1,804888
9,813274;1,471122;1,504403
9,814804;1,468806;1,513533
9,816325;1,466511;1,509148
9,817854;1,464231;1,491832
9,819449;1,461938;1,43686
9,82098;1,459544;1,564067
9,822709;1,457248;1,328234
9,82714;1,454655;0,5851505
9,828851;1,448008;3,884579
9,830521;1,445442;1,536524
9,832121;1,442937;1,56628
9,833673;1,440537;1,54474
9,835233;1,438207;1,494321
9,836826;1,435868;1,46806
9,839163;1,433479;1,022712
9,841238;1,429974;1,689258
9,843018;1,426862;1,748327
9,844642;1,424191;1,644395
9,846231;1,421756;1,53178
9,84779;1,419371;1,530997
9,849352;1,417034;1,495782
9,850991;1,41469;1,429087
9,852611;1,412231;1,51905
9,854201;1,409802;1,527336
9,855824;1,407417;1,468936
9,857384;1,404981;1,562839
9,858954;1,402643;1,487556
9,860495;1,400286;1,530778
9,862161;1,397976;1,3866
9,863689;1,395478;1,634342
9,865248;1,393184;1,471793
9,866836;1,390847;1,47206
9,868431;1,388465;1,492376
9,87043;1,386071;1,197879
9,872312;1,383074;1,592963
9,873996;1,380251;1,676122
9,875576;1,377725;1,598636
9,879894;1,375354;0,5489098
9,881579;1,368877;3,844427
9,883324;1,36635;1,449006
9,884971;1,363733;1,588227
9,886899;1,361262;1,281358
9,888558;1,35837;1,742958
9,890286;1,35588;1,440569
9,891947;1,353288;1,561288
9,893496;1,350798;1,608163
9,895075;1,348475;1,470663
9,896685;1,346105;1,471697
9,898218;1,343691;1,574508
9,899755;1,34139;1,497722
9,901951;1,339086;1,049161
9,904154;1,335792;1,495298
9,905851;1,332488;1,946491
9,907477;1,329941;1,565396
9,909024;1,327501;1,578124
9,910567;1,325182;1,503232
9,912155;1,322868;1,456927
9,913769;1,320485;1,47722
9,915318;1,318065;1,561252
9,916896;1,315741;1,473305
9,918455;1,313374;1,517967
9,920001;1,311036;1,512513
9,921702;1,308716;1,363593
9,923252;1,306165;1,645905
9,924756;1,30384;1,54579
9,926299;1,301583;1,462833
9,927873;1,29927;1,470268
9,929463;1,296909;1,48328
9,931095;1,294523;1,462668
9,933178;1,292075;1,175717
9,938036;1,288952;0,6428796
9,941042;1,281665;2,423798
9,94283;1,277155;2,52213
9,94442;1,274473;1,68635
9,945974;1,272088;1,534849
9,947503;1,269756;1,52495
9,949187;1,267463;1,361765
9,950768;1,264937;1,598737
9,952381;1,262566;1,46893
9,954006;1,260146;1,489236
9,955705;1,257708;1,435707
9,957323;1,255161;1,573792
9,958927;1,252734;1,512792
9,960525;1,250327;1,50687
9,962203;1,247931;1,427444
9,963866;1,245413;1,514094
9,966165;1,242918;1,085631
9,96804;1,239472;1,837098
9,969595;1,236657;1,81034
9,971249;1,234326;1,409584
9,972832;1,231844;1,568087
9,974398;1,229471;1,51579
9,975935;1,227122;1,527541
9,977468;1,224815;1,504128
9,978996;1,222515;1,505999
9,980546;1,220224;1,477832
9,98236;1,217898;1,28221
9,983945;1,215178;1,716096
9,985452;1,2128;1,577698
9,986987;1,21054;1,472855
9,991395;1,208237;0,5222775
9,99311;1,201625;3,858027
9,994818;1,199054;1,504733
9,997252;1,196491;1,052993
9,999301;1,19284;1,781972
10,001;1,189767;1,812144
10,00299;1,187223;1,276307
10,00475;1,184233;1,695005
10,00667;1,181587;1,382521
10,00851;1,178717;1,554679
10,01033;1,175947;1,520583
10,0121;1,173215;1,547965
10,01382;1,170568;1,535328
10,01556;1,167981;1,489807
10,01746;1,165377;1,369863
10,01905;1,162525;1,791322
10,02059;1,160137;1,557348
10,02239;1,157837;1,276378
10,0241;1,155135;1,58366
10,02577;1,152575;1,526183
10,02803;1,150058;1,115068
10,03003;1,146674;1,689567
10,03178;1,143669;1,715914
10,03345;1,141042;1,580872
10,03528;1,13855;1,356128
10,03702;1,135793;1,588221
10,03865;1,133189;1,592252
10,04034;1,130736;1,455266
10,04229;1,128208;1,29518
10,04399;1,12528;1,720441
10,04563;1,122727;1,564065
10,05014;1,120279;0,5420836
10,05186;1,113504;3,935167
10,05362;1,110922;1,467207
10,05539;1,108281;1,491514
10,05704;1,105626;1,61525
10,05907;1,103161;1,211837
10,06101;1,100109;1,578319
10,06277;1,097208;1,643772
10,06434;1,094561;1,688519
10,06613;1,09221;1,312826
10,0681;1,089523;1,363005
10,06978;1,086566;1,765152
10,0715;1,084054;1,454472
10,07314;1,081463;1,578996
10,07478;1,079001;1,503238
10,07638;1,076545;1,538847
10,07793;1,074151;1,540448
10,07948;1,071819;1,503511
10,08101;1,069493;1,523156
10,08281;1,067203;1,269456
10,08437;1,064496;1,735141
10,08598;1,062156;1,460301
10,08755;1,059753;1,523998
10,08913;1,057387;1,503851
10,09137;1,055027;1,050077
10,09331;1,051657;1,741304
10,09485;1,048753;1,881167
10,09644;1,046438;1,461115
10,09805;1,044061;1,479008
10,0996;1,04165;1,548365
10,10115;1,039315;1,511723
10,1058;1,036998;0,4980955
10,10757;1,03002;3,943574
10,10915;1,027365;1,674043
10,1107;1,024987;1,535825
10,11226;1,022664;1,494238
10,114;1,020333;1,34131
10,11563;1,017725;1,591154
10,11728;1,015267;1,490008
10,11885;1,012792;1,575819
10,12057;1,010437;1,369202
10,12239;1,007856;1,422234
10,124;1,005134;1,686257
10,12622;1,002713;1,090211
10,20802;1,00567;1,424128
10,21016;1,008785;1,455375
10,21202;1,011996;1,721315
10,21367;1,014793;1,695723
10,21824;1,017268;0,5424401
10,22025;1,024111;3,398267
10,2221;1,027132;1,633069
10,22368;1,029906;1,751489
10,22535;1,032282;1,422816
10,22695;1,034787;1,566789
10,22851;1,037185;1,540546
10,23007;1,03952;1,500419
10,23173;1,041854;1,40067
10,23332;1,044354;1,572486
10,23487;1,046739;1,540082
10,23638;1,049061;1,535066
10,23795;1,051331;1,450071
10,23964;1,053678;1,390328
10,24129;1,056211;1,531599
10,24312;1,058692;1,356117
10,24471;1,061436;1,728152
10,24623;1,063818;1,561964
10,24786;1,066105;1,405401
10,24953;1,068546;1,460045
10,25115;1,071054;1,549846
10,2527;1,073481;1,568503
10,25422;1,075802;1,52155
10,25581;1,07809;1,4434
10,25734;1,080468;1,551097
10,25889;1,082768;1,481839
10,26049;1,085096;1,45533
10,26226;1,087495;1,354336
10,26382;1,090152;1,707005
10,26533;1,092487;1,543339
10,26684;1,094757;1,502487
10,26841;1,097022;1,450321
10,27001;1,099366;1,461091
10,27169;1,101771;1,436548
10,27341;1,104283;1,452697
10,28168;1,106877;0,3137906
10,28566;1,119275;3,111306
10,28747;1,125252;3,308092
10,28911;1,127963;1,656689
10,29069;1,130417;1,552896
10,29229;1,132787;1,47896
10,29385;1,135192;1,539386
10,29544;1,137534;1,47451
10,29705;1,139917;1,483401
10,29869;1,142327;1,469831
10,30031;1,144787;1,516187
10,30204;1,14722;1,402086
10,30359;1,149823;1,687884
10,30515;1,152136;1,483237
10,30679;1,154476;1,426615
10,30843;1,156935;1,493863
10,31003;1,159405;1,547868
10,31163;1,161798;1,498569
10,31321;1,164194;1,508393
10,31505;1,166576;1,294857
10,3168;1,169336;1,576428
10,3185;1,171962;1,546582
10,32009;1,174509;1,600519
10,3218;1,176896;1,401273
10,3234;1,179451;1,593571
10,32505;1,181856;1,456545
10,32674;1,184333;1,46401
10,32832;1,186871;1,604938
10,32994;1,189242;1,464971
10,33156;1,191671;1,502804
10,33313;1,194095;1,547993
10,33472;1,196444;1,475069
10,3363;1,198832;1,513974
10,34059;1,201199;0,5510765
10,34381;1,207641;2,003668
10,34544;1,212463;2,953257
10,34706;1,214912;1,511598
10,34873;1,217343;1,458306
10,35032;1,219843;1,5695
10,35194;1,222232;1,475066
10,35351;1,224662;1,543074
10,35508;1,227024;1,507367
10,35664;1,229374;1,505946
10,3583;1,231715;1,410515
10,35993;1,234205;1,523696
10,36153;1,236656;1,53397
10,36328;1,239052;1,367289
10,36487;1,241681;1,660453
10,36644;1,244056;1,509166
10,36807;1,246417;1,446686
10,36965;1,248865;1,556087
10,3712;1,251224;1,517174
10,37277;1,253557;1,489564
10,37431;1,255906;1,524326
10,37588;1,258218;1,468683
10,37747;1,260579;1,483264
10,37902;1,262967;1,548507
10,38054;1,26528;1,515164
10,38224;1,267569;1,352254
10,38382;1,270109;1,598988
10,38542;1,272492;1,49727
10,38705;1,274879;1,457739
10,38866;1,277336;1,532319
10,39025;1,27974;1,510618
10,39186;1,282127;1,485887
10,3934;1,284538;1,558167
10,39762;1,286858;0,5504817
10,39928;1,29318;3,792301
10,40089;1,295681;1,555326
10,4026;1,298092;1,407977
10,40413;1,300662;1,681491
10,40573;1,302954;1,43324
10,40738;1,305353;1,455259
10,40893;1,307825;1,590633
10,41049;1,310157;1,500569
10,41222;1,312488;1,348822
10,41385;1,31508;1,591189
10,4154;1,317524;1,56736
10,41692;1,319862;1,543662
10,41868;1,322135;1,286945
10,42026;1,324784;1,683004
10,42196;1,327144;1,386039
10,42353;1,329699;1,625898
10,42525;1,332056;1,376274
10,42699;1,334625;1,474735
10,42854;1,337238;1,678657
10,43011;1,339572;1,495078
10,43166;1,341915;1,507591
10,43322;1,344245;1,498355
10,43496;1,346578;1,336912
10,43655;1,349196;1,6494
10,43808;1,351576;1,557199
10,43963;1,353869;1,473644
10,44121;1,356203;1,481622
10,443;1,358566;1,319061
10,44464;1,361253;1,634189
10,44623;1,36372;1,550538
10,44782;1,366106;1,502767
10,44939;1,368488;1,519996
10,45366;1,370838;0,5505576
10,45532;1,377241;3,85564
10,45689;1,379733;1,581034
10,45847;1,382096;1,504208
10,46002;1,384453;1,512744
10,46174;1,38679;1,365207
10,46344;1,389358;1,501952
10,46507;1,391923;1,57547
10,46663;1,394364;1,56918
10,46819;1,396698;1,494142
10,46972;1,399042;1,52939
10,47129;1,40134;1,463116
10,47286;1,403696;1,50316
10,47439;1,406047;1,537536
10,47592;1,408341;1,497197
10,47752;1,410639;1,435441
10,47915;1,41304;1,475485
10,48082;1,415481;1,464216
10,48255;1,417982;1,444517
10,48413;1,420579;1,645634
10,48568;1,422946;1,52032
10,48727;1,425282;1,468714
10,48888;1,427667;1,488182
10,49041;1,430071;1,571895
10,49196;1,432366;1,47705
10,49355;1,434695;1,465651
10,49512;1,43708;1,520755
10,49677;1,439432;1,424418
10,49836;1,441909;1,558331
10,49996;1,444293;1,492654
10,50151;1,446689;1,543156
10,50317;1,449017;1,396973
10,50471;1,451518;1,625095
10,50924;1,453826;0,5104525
10,51095;1,460608;3,960232
10,51258;1,463177;1,574431
10,51412;1,465624;1,587035
10,51564;1,467938;1,527226
10,51714;1,470209;1,506259
10,51872;1,472472;1,437404
10,5203;1,474833;1,492263
10,52203;1,477206;1,371317
10,52362;1,479802;1,630666
10,5252;1,48219;1,510437
10,52676;1,484562;1,521687
10,52836;1,4869;1,465639
10,52991;1,489292;1,53732
10,5315;1,491627;1,475928
10,53307;1,493999;1,503106
10,53464;1,496367;1,509189
10,53624;1,49872;1,474893
10,53779;1,501113;1,53956
10,53934;1,503445;1,509115
10,54089;1,505763;1,49315
10,54428;1,508091;0,6867263
10,54593;1,513176;3,082548
10,54757;1,515651;1,507196
10,54922;1,518114;1,498822
10,55093;1,520579;1,438694
10,55249;1,523149;1,641517
10,55414;1,525497;1,428409
10,55593;1,527963;1,374561
10,5577;1,530654;1,525441
10,5593;1,5333;1,647598
10,56084;1,535709;1,564351
10,56259;1,538019;1,321078
10,56701;1,540642;0,5941831
10,56869;1,547263;3,928821
10,57031;1,549791;1,558828
10,57203;1,552224;1,412159
10,57361;1,554808;1,644305
10,57528;1,557165;1,412213
10,57689;1,559668;1,551679
10,57846;1,562089;1,537874
10,58003;1,564449;1,507472
10,58175;1,566798;1,363173
10,58331;1,569383;1,660125
10,58487;1,571719;1,495134
10,5864;1,574062;1,52929
10,58795;1,57636;1,485589
10,58959;1,578681;1,419617
10,59123;1,581133;1,487332
10,59285;1,583606;1,533472
10,59441;1,586025;1,542355
10,59604;1,588377;1,445187
10,59763;1,590819;1,535722
10,59919;1,593204;1,529273
10,60081;1,595543;1,441842
10,60254;1,597977;1,406007
10,60413;1,600573;1,63799
10,6058;1,602951;1,420837
10,60736;1,605461;1,614297
10,6089;1,607793;1,508817
10,61046;1,610112;1,491727
10,61199;1,612443;1,526325
10,61353;1,614735;1,480068
10,61509;1,617057;1,496434
10,61672;1,619385;1,420603
10,61827;1,621843;1,595804
10,62256;1,624153;0,5374985
10,6244;1,6306;3,518893
10,62602;1,633349;1,692377
10,6276;1,635785;1,538337
10,62917;1,63816;1,51176
10,63069;1,640516;1,554928
10,63223;1,64279;1,478372
10,6338;1,645096;1,463271
10,63546;1,647461;1,430425
10,63706;1,649941;1,545641
10,63884;1,652347;1,355228
10,6404;1,655011;1,705618
10,64212;1,657353;1,363254
10,64373;1,65993;1,599817
10,6453;1,662347;1,532043
10,64691;1,664713;1,470263
10,64852;1,667127;1,50455
10,65022;1,669533;1,411258
10,6519;1,672091;1,526927
10,65364;1,674603;1,44217
10,65527;1,677217;1,603132
10,65688;1,679662;1,518185
10,65855;1,682078;1,449841
10,66025;1,684578;1,4656
10,66205;1,687136;1,422109
10,66366;1,689834;1,673989
