"Zeit";"Position";"Signalgeschwindigkeit"
10,66528;1,692252;1,494131
10,66693;1,694679;1,475138
10,66876;1,697148;1,349127
10,67045;1,699892;1,620238
10,67204;1,702433;1,603502
10,67358;1,704809;1,538722
10,67518;1,707126;1,449214
10,67974;1,709524;0,526108
10,68143;1,71636;4,03795
10,68315;1,7189;1,474731
10,68469;1,721483;1,684258
10,68635;1,723784;1,38019
10,68793;1,726284;1,586809
10,68946;1,728647;1,545138
10,691;1,730942;1,491143
10,69258;1,73325;1,457814
10,69417;1,735624;1,493377
10,69571;1,73801;1,551186
10,69725;1,740316;1,499045
10,69878;1,742624;1,506436
10,70033;1,744922;1,485627
10,70207;1,747243;1,330662
10,70362;1,749858;1,682549
10,70516;1,75219;1,519617
10,70676;1,754492;1,436493
10,70838;1,756896;1,482725
10,70994;1,759327;1,560362
10,71146;1,761665;1,53861
10,71313;1,763943;1,362514
10,7147;1,766452;1,602632
10,7163;1,7688;1,469102
10,71852;1,771198;1,075027
10,72046;1,774543;1,726698
10,72227;1,777449;1,603733
10,72385;1,780167;1,72888
10,7254;1,782525;1,521026
10,72707;1,78485;1,389778
10,72861;1,787361;1,627697
10,73015;1,789674;1,500478
10,73465;1,791986;0,5140886
10,73652;1,798733;3,617568
10,73814;1,801531;1,724574
10,73981;1,803964;1,461266
10,74143;1,806462;1,533988
10,74446;1,808904;0,807111
10,74608;1,813444;2,800451
10,7477;1,815875;1,496794
10,74997;1,818312;1,076063
10,75186;1,821708;1,796399
10,75346;1,824545;1,773862
10,75501;1,826943;1,542064
10,75657;1,829276;1,495657
10,75811;1,831616;1,526834
10,75971;1,833914;1,434559
10,76127;1,836318;1,535487
10,76295;1,838666;1,405114
10,76473;1,841172;1,400668
10,76633;1,843856;1,678906
10,76792;1,846255;1,512234
10,76947;1,848633;1,532746
10,77103;1,850961;1,491281
10,77274;1,853303;1,37355
10,77447;1,85586;1,477528
10,77615;1,858456;1,544699
10,77773;1,860977;1,592193
10,77987;1,863352;1,110231
10,78181;1,866561;1,655363
10,78354;1,869469;1,676739
10,78509;1,87207;1,684026
10,78942;1,874387;0,5343154
10,79113;1,880891;3,809098
10,79268;1,883453;1,649038
10,79422;1,885782;1,514525
10,79582;1,88809;1,447985
10,7974;1,890481;1,513456
10,79897;1,89285;1,501828
10,80053;1,895216;1,518301
10,80234;1,897554;1,292675
10,80395;1,900267;1,685626
10,80549;1,902681;1,572708
10,80712;1,904984;1,409308
10,80877;1,907434;1,481594
10,81038;1,909916;1,540962
10,81255;1,912331;1,11427
10,81443;1,915582;1,731662
10,81606;1,918398;1,722131
10,81764;1,920851;1,560513
10,81925;1,923209;1,461864
10,82089;1,925628;1,476295
10,82261;1,928087;1,425713
10,82417;1,930673;1,659765
10,82578;1,93301;1,455559
10,82741;1,935419;1,47018
10,82899;1,937876;1,562973
10,83054;1,940235;1,522336
10,83208;1,942559;1,507515
10,83361;1,944871;1,504993
10,83527;1,947176;1,394815
10,83685;1,949655;1,560929
10,83842;1,952037;1,518909
10,84;1,954389;1,49265
10,84489;1,956752;0,483163
10,84705;1,964091;3,390393
10,84863;1,967337;2,061692
10,85025;1,969699;1,459564
10,8518;1,972127;1,560465
10,85333;1,97446;1,523705
10,85489;1,976757;1,481008
10,85644;1,979084;1,496327
10,85797;1,981416;1,523823
10,85954;1,983711;1,465049
10,86127;1,986062;1,358406
10,86302;1,988657;1,480477
10,86463;1,991287;1,63139
10,86629;1,993705;1,458616
10,86793;1,996191;1,519958
10,86949;1,998645;1,573177
10,87102;2,000984;1,526258
10,87257;2,003284;1,483329
10,87492;2,005609;0,9906511
10,87689;2,009129;1,783881
10,87846;2,012089;1,884401
10,88;2,014446;1,535743
10,8816;2,016747;1,432678
10,88331;2,019157;1,411904
10,88482;2,021717;1,687744
10,88639;2,023993;1,455926
10,88797;2,026337;1,477327
10,88952;2,028717;1,54259
10,89111;2,031032;1,453509
10,89274;2,033421;1,46709
10,89428;2,035863;1,582249
10,8986;2,038178;0,5358211
10,90026;2,04466;3,916496
10,90196;2,047142;1,459128
10,9035;2,049694;1,654907
10,90574;2,052007;1,034313
10,90765;2,055362;1,75539
10,90921;2,058228;1,840927
10,91073;2,060564;1,531808
10,91226;2,062851;1,493502
10,91382;2,065148;1,476326
10,91544;2,067482;1,44028
10,91701;2,069913;1,544714
10,9186;2,072274;1,48483
10,92014;2,074658;1,551908
10,92184;2,076963;1,352657
10,92335;2,079519;1,691718
10,92485;2,081785;1,510678
10,92653;2,084035;1,342839
10,92867;2,086549;1,172629
10,93051;2,089764;1,750497
10,93217;2,09252;1,65784
10,93462;2,095012;1,017512
10,97541;2,092338;1,528293
10,97712;2,089712;1,536209
10,97872;2,087149;1,605234
10,98023;2,084754;1,580542
10,98211;2,082481;1,210697
10,984;2,079665;1,491
10,98562;2,076832;1,751981
10,9872;2,074406;1,5331
10,98893;2,072033;1,371406
10,99051;2,069437;1,643033
10,99207;2,067067;1,519976
10,99376;2,064729;1,381141
10,99542;2,062189;1,530454
10,99698;2,0597;1,592508
10,99854;2,057356;1,507496
11,0001;2,055023;1,499792
11,0018;2,05269;1,371562
11,00334;2,050138;1,655564
11,00781;2,047826;0,5167326
11,00947;2,041116;4,046875
11,01107;2,038629;1,553033
11,0126;2,036226;1,571572
11,0142;2,033933;1,431256
11,01582;2,03153;1,487294
11,01737;2,029107;1,557435
11,01896;2,026773;1,47328
11,02058;2,024396;1,467463
11,02243;2,021967;1,31261
11,02418;2,019191;1,586188
11,02585;2,016566;1,5735
11,02752;2,014063;1,498162
11,02918;2,011557;1,510962
11,0309;2,009069;1,445473
11,03256;2,006488;1,552653
11,03431;2,003994;1,424222
11,03593;2,001367;1,622342
11,03754;1,998938;1,512875
11,03908;1,99653;1,554747
11,04064;1,994207;1,489925
11,04232;1,991867;1,394245
11,04385;1,989351;1,641879
11,04545;1,987052;1,445047
11,04704;1,984665;1,500912
11,04866;1,98228;1,465991
11,05025;1,97984;1,533547
11,05189;1,977453;1,459984
11,05344;1,975001;1,575974
11,05498;1,972667;1,519806
11,05651;1,970363;1,505207
11,05806;1,968067;1,483223
11,05969;1,965745;1,423757
11,0613;1,963299;1,519289
11,06304;1,960884;1,388376
11,0674;1,958275;0,5977397
11,06903;1,951728;4,036404
11,07056;1,949295;1,590522
11,07206;1,947;1,52611
11,07359;1,944745;1,475108
11,07511;1,942451;1,505098
11,07663;1,940165;1,503762
11,0782;1,937885;1,458078
11,07974;1,93554;1,522203
11,08145;1,933228;1,346077
11,08318;1,930653;1,495289
11,08484;1,928069;1,550773
11,08649;1,92557;1,514792
11,08804;1,923095;1,601518
11,08964;1,920778;1,445184
11,09131;1,918372;1,439385
11,09289;1,915865;1,588702
11,09446;1,913498;1,511314
11,09606;1,911149;1,461435
11,09767;1,908737;1,498041
11,09927;1,906323;1,509815
11,10091;1,903924;1,46695
11,10264;1,901472;1,413446
11,10419;1,898869;1,686963
11,10578;1,896555;1,450354
11,10732;1,894161;1,55197
11,10885;1,891848;1,511495
11,11039;1,889552;1,494501
11,11192;1,887247;1,506975
11,11343;1,884954;1,514597
11,11502;1,882682;1,434577
11,11657;1,880307;1,533108
11,1181;1,877983;1,516962
11,11961;1,875685;1,525895
11,12391;1,873426;0,5246571
11,12586;1,866967;3,320747
11,12768;1,86405;1,598405
11,12925;1,861312;1,741467
11,13079;1,858954;1,534386
11,13231;1,856649;1,517302
11,13383;1,85437;1,50016
11,13536;1,852091;1,488248
11,13692;1,849794;1,470614
11,13844;1,847451;1,537609
11,14001;1,845166;1,46235
11,14173;1,842822;1,364285
11,14335;1,840244;1,588453
11,14622;1,83781;0,846602
11,14781;1,833498;2,71784
11,14945;1,831118;1,448578
11,15113;1,828653;1,469783
11,15282;1,826138;1,484768
11,1545;1,823597;1,513459
11,15612;1,821079;1,555272
11,15771;1,81865;1,532734
11,15924;1,816273;1,553742
11,16073;1,813979;1,533966
11,16255;1,811735;1,233984
11,16417;1,809007;1,685802
11,16573;1,80658;1,554263
11,16726;1,804238;1,530065
11,16881;1,801942;1,481425
11,17039;1,799617;1,467562
11,17201;1,79724;1,469658
11,17359;1,794815;1,540717
11,17526;1,792453;1,408456
11,1768;1,789938;1,631607
11,17834;1,787626;1,508786
11,18278;1,785328;0,5174565
11,1847;1,778664;3,476575
11,18634;1,775789;1,750929
11,18792;1,773327;1,552976
11,18949;1,770948;1,519819
11,19104;1,7686;1,51688
11,19262;1,766278;1,463238
11,19423;1,763898;1,483244
11,1959;1,761491;1,439566
11,19755;1,758983;1,521318
11,19916;1,75651;1,534233
11,20072;1,754093;1,545833
11,20248;1,751747;1,338147
11,20405;1,749117;1,666829
11,20559;1,74675;1,539115
11,20724;1,744444;1,396175
11,20895;1,741966;1,454413
11,21064;1,739411;1,509069
11,21225;1,73687;1,580139
11,21395;1,734459;1,418534
11,2156;1,731909;1,546792
11,21735;1,729436;1,414783
11,21893;1,726815;1,654351
11,22046;1,724438;1,556159
11,22212;1,722146;1,374694
11,22366;1,719646;1,632424
11,22517;1,717349;1,51386
11,22671;1,715073;1,483126
11,22824;1,712771;1,506261
11,22975;1,710478;1,512091
11,23147;1,708204;1,323253
11,23304;1,705626;1,642051
11,23457;1,703271;1,542832
11,2361;1,700981;1,491048
11,23774;1,698678;1,410769
11,24229;1,696229;0,538155
11,24407;1,689402;3,822468
11,24566;1,686724;1,690064
11,24738;1,684346;1,383158
11,249;1,681768;1,590511
11,25059;1,679336;1,525586
11,25217;1,676945;1,512629
11,25372;1,674574;1,532218
11,25523;1,672253;1,541149
11,25682;1,669994;1,413019
11,25835;1,667596;1,569845
11,25987;1,665304;1,51378
11,26149;1,663034;1,400455
11,2632;1,660601;1,419629
11,26475;1,658032;1,662544
11,26628;1,655713;1,507184
11,26782;1,653406;1,506736
11,26934;1,651109;1,509426
11,2709;1,648826;1,465737
11,27246;1,64649;1,496377
11,27401;1,644148;1,509247
11,27558;1,641821;1,481692
11,27711;1,639464;1,537971
11,27863;1,637167;1,510846
11,28015;1,634885;1,505375
11,28177;1,632612;1,40111
11,28328;1,630178;1,613882
11,28487;1,627916;1,41861
11,28666;1,625524;1,34047
11,28832;1,622847;1,612608
11,28987;1,620357;1,60263
11,29139;1,618027;1,52897
11,29302;1,615741;1,409492
11,29459;1,613308;1,550435
11,29613;1,610954;1,520436
11,30044;1,608632;0,539143
11,30225;1,602171;3,57206
11,30402;1,599458;1,53221
11,30566;1,596802;1,618686
11,30734;1,594341;1,462196
11,30921;1,591816;1,354817
11,31091;1,58902;1,64378
11,31247;1,586469;1,633841
11,3141;1,584127;1,434234
11,31576;1,581677;1,478549
11,31755;1,579192;1,387591
11,31934;1,576506;1,50506
11,32104;1,573829;1,570553
11,3228;1,571272;1,450967
11,32447;1,568628;1,587
11,32611;1,56613;1,51885
11,32767;1,563662;1,585092
11,32921;1,561327;1,518548
11,33076;1,55902;1,484191
11,3323;1,556689;1,516779
11,33385;1,554384;1,488404
11,33572;1,55206;1,240928
11,33748;1,549252;1,598618
11,33913;1,546617;1,593253
11,3408;1,544136;1,489991
11,34265;1,541638;1,347762
11,34431;1,538858;1,672991
11,34735;1,536366;0,8195001
11,34901;1,531804;2,745796
11,35059;1,529311;1,576911
11,35218;1,526941;1,49233
11,35376;1,524558;1,511305
11,3553;1,522193;1,53193
11,35699;1,519877;1,369553
11,35856;1,517341;1,615709
11,36295;1,514987;0,5367366
11,36478;1,508407;3,601727
11,36632;1,505666;1,771418
11,36785;1,503346;1,521757
11,36952;1,501058;1,36691
11,37117;1,498548;1,525972
11,37287;1,496081;1,447916
11,37456;1,493525;1,512905
11,37637;1,49099;1,403239
11,37805;1,488281;1,609811
11,3797;1,485757;1,529276
11,38137;1,483281;1,482249
11,38317;1,480775;1,389783
11,38476;1,47807;1,703623
11,38628;1,475689;1,567511
11,38781;1,47341;1,48817
11,3894;1,471114;1,44854
11,39103;1,468735;1,46072
11,39261;1,466293;1,545037
11,39416;1,463922;1,526769
11,39574;1,461592;1,474721
11,39731;1,459223;1,504574
11,39888;1,456861;1,50798
11,40048;1,454511;1,468033
11,40221;1,45211;1,385866
11,40379;1,449512;1,650037
11,40531;1,447149;1,554089
11,40688;1,444869;1,452118
11,40849;1,442514;1,465765
11,41016;1,440103;1,438637
11,41189;1,43759;1,457179
11,41346;1,435004;1,646097
11,415;1,432646;1,531474
11,41666;1,430337;1,391458
11,41833;1,427848;1,487196
11,42676;1,425338;0,2978146
11,43084;1,412694;3,095449
11,4325;1,406567;3,697567
11,43408;1,404081;1,576578
11,4357;1,401716;1,458358
11,43724;1,399284;1,576171
11,43879;1,396969;1,494387
11,44033;1,394645;1,509458
11,44199;1,392336;1,391697
11,44355;1,389848;1,598647
11,44509;1,387513;1,512842
11,44664;1,385197;1,490557
11,44816;1,382867;1,537816
11,44972;1,380595;1,452237
11,45138;1,378247;1,415943
11,45297;1,375761;1,561511
11,45453;1,373372;1,53714
11,45611;1,371041;1,476169
11,45771;1,368672;1,476462
11,45925;1,366266;1,565393
11,46076;1,36396;1,522705
11,46255;1,361688;1,273776
11,46414;1,359013;1,673375
11,46567;1,356615;1,567354
11,46724;1,35432;1,469487
11,46878;1,351978;1,513393
11,47037;1,349656;1,461747
11,47198;1,347273;1,482015
11,47356;1,344862;1,525463
11,47511;1,34249;1,527218
11,47671;1,340161;1,455347
11,47902;1,337761;1,039088
11,48369;1,334296;0,7427074
11,48603;1,327297;2,987714
11,52817;1,33034;1,700933
11,53255;1,333023;0,612623
11,53434;1,339592;3,676826
11,53601;1,342272;1,6031
11,53762;1,34478;1,559798
11,53921;1,347192;1,516541
11,54095;1,349577;1,371863
11,54285;1,352185;1,3705
11,54456;1,355039;1,667913
11,54768;1,357607;0,8230899
11,54938;1,362285;2,749647
11,55109;1,364837;1,489873
11,55272;1,367406;1,580779
11,55432;1,369845;1,522229
11,55593;1,372247;1,497266
11,55748;1,374655;1,548256
11,55904;1,376987;1,499641
11,56068;1,379319;1,421417
11,56251;1,381781;1,341657
11,56411;1,384533;1,723671
11,56573;1,386928;1,472055
11,56733;1,389369;1,526905
11,56885;1,391766;1,579015
11,57045;1,394044;1,427985
11,57203;1,396436;1,513534
11,57363;1,398807;1,478888
11,57525;1,401212;1,483443
11,57692;1,403643;1,453108
11,5785;1,406153;1,595824
11,58003;1,408513;1,544205
11,58178;1,410805;1,305719
11,58339;1,413437;1,640205
11,58496;1,415845;1,525269
11,58933;1,418213;0,5422153
11,59104;1,424764;3,829388
11,59272;1,427329;1,532772
11,59438;1,42984;1,509846
11,59598;1,432335;1,562014
11,5975;1,434731;1,571111
11,59902;1,437018;1,509171
11,60063;1,439291;1,405119
11,60242;1,441718;1,361274
11,60408;1,444392;1,61042
11,60564;1,446883;1,591437
11,60723;1,44923;1,474691
11,60879;1,451618;1,538561
11,61033;1,453947;1,505339
11,6119;1,456267;1,478794
11,61347;1,45862;1,50143
11,61506;1,460971;1,481645
11,61659;1,463351;1,546669
11,61815;1,465659;1,485551
11,61974;1,46799;1,46233
11,62133;1,47038;1,506359
11,62307;1,472761;1,364637
11,62468;1,475378;1,633537
11,62624;1,477781;1,535008
11,62785;1,480129;1,463334
11,62939;1,482536;1,555383
11,63094;1,484857;1,504955
11,63252;1,48717;1,462646
11,63404;1,489543;1,553451
11,63574;1,491834;1,349601
11,63743;1,494381;1,506763
11,63904;1,496916;1,580612
11,64071;1,499321;1,437492
11,64524;1,501832;0,5538343
11,64695;1,508631;3,980599
11,64856;1,511193;1,592223
11,65008;1,513606;1,587915
11,65165;1,515886;1,448077
11,65315;1,518248;1,575567
11,65475;1,520496;1,404012
11,65637;1,522899;1,482539
11,65799;1,525329;1,506482
11,65958;1,527749;1,518807
11,66126;1,53014;1,421268
11,66316;1,532662;1,333151
11,66487;1,5355;1,655441
11,6665;1,538072;1,577344
11,66807;1,540518;1,557991
11,66968;1,542872;1,463151
11,67123;1,545286;1,557961
11,67275;1,54761;1,527732
11,67428;1,549892;1,486989
11,67587;1,552193;1,452631
11,6775;1,55457;1,459589
11,67909;1,557013;1,532563
11,68063;1,559404;1,553338
11,68244;1,561712;1,279078
11,68405;1,56442;1,675348
11,68569;1,566844;1,476609
11,68727;1,569306;1,564613
11,68882;1,571667;1,515116
11,69038;1,574004;1,507027
11,69197;1,57633;1,458555
11,69355;1,578722;1,513055
11,6953;1,581094;1,353924
11,69691;1,583721;1,64044
11,70127;1,586124;0,5500959
11,70313;1,592675;3,519726
11,70483;1,595467;1,642064
11,70644;1,598018;1,587997
11,708;1,600427;1,544295
11,70954;1,602767;1,51975
11,71112;1,605076;1,457136
11,71274;1,607454;1,473876
11,71426;1,609873;1,585058
11,71578;1,612163;1,507421
11,71732;1,614442;1,483074
11,7189;1,616746;1,462298
11,72045;1,61911;1,518177
11,72219;1,621445;1,344355
11,72379;1,624051;1,624028
11,72543;1,626458;1,470974
11,72699;1,628913;1,576567
11,72858;1,631248;1,468766
11,73012;1,633633;1,544425
11,73172;1,635949;1,451896
11,73328;1,638342;1,527398
11,73486;1,640692;1,487475
11,73637;1,643062;1,578211
11,73796;1,645315;1,411744
11,73956;1,647708;1,498288
11,74116;1,650105;1,500192
11,74285;1,6525;1,417603
11,7445;1,655035;1,528204
11,74616;1,657524;1,507029
11,7492;1,66;0,8149158
11,75077;1,664559;2,890256
11,75255;1,666925;1,328661
11,75425;1,669596;1,576557
11,75585;1,672137;1,581101
11,7604;1,674548;0,529822
11,7622;1,681374;3,801261
11,76376;1,684068;1,727178
11,76531;1,686407;1,508411
11,76691;1,688733;1,456911
11,76848;1,691128;1,523946
11,77005;1,693486;1,49807
11,77177;1,695846;1,372452
11,77336;1,698426;1,621732
11,775;1,700812;1,458047
11,77659;1,703267;1,539805
11,77816;1,705658;1,523728
11,77977;1,708012;1,462384
11,78135;1,710427;1,533729
11,78314;1,712788;1,315759
11,78478;1,715481;1,644178
11,78639;1,717937;1,525278
11,78804;1,720353;1,460494
11,78959;1,722834;1,608209
11,79118;1,725148;1,452297
11,79278;1,727538;1,495618
11,79432;1,729935;1,551974
11,79584;1,732252;1,527123
11,79737;1,734528;1,49078
11,79895;1,736818;1,448382
11,8006;1,739189;1,436258
11,80236;1,741666;1,406001
11,80394;1,744308;1,670075
11,80641;1,746682;0,9608266
11,88057;1,743407;1,831707
11,88251;1,740724;1,384795
11,88424;1,737819;1,673407
11,88624;1,735215;1,304471
11,88799;1,73222;1,708401
11,88966;1,729591;1,578271
11,89125;1,727092;1,574957
11,89294;1,724712;1,401574
11,89456;1,722165;1,57718
11,89614;1,719742;1,537089
11,8977;1,717378;1,510665
11,89924;1,715031;1,52455
11,90078;1,712721;1,501079
11,90261;1,710413;1,258324
11,9042;1,707662;1,737362
11,90575;1,705287;1,532614
11,90732;1,702962;1,476469
11,90885;1,7006;1,539518
11,91042;1,698299;1,466227
11,91196;1,695945;1,527575
11,9135;1,693633;1,51013
11,91502;1,691337;1,509572
11,91661;1,689056;1,431948
11,91815;1,686665;1,553657
11,92264;1,684358;0,5134394
11,92452;1,677616;3,582804
11,92615;1,674793;1,732138
11,92778;1,672349;1,5025
11,92939;1,669909;1,52133
11,93099;1,667503;1,502155
11,93255;1,6651;1,535172
11,93409;1,662753;1,530393
11,93563;1,660452;1,492126
11,93747;1,658139;1,254824
11,93921;1,655374;1,592891
11,94086;1,652771;1,571114
11,94267;1,650285;1,374255
11,94433;1,647572;1,636234
11,94603;1,645084;1,461399
11,9477;1,642531;1,530109
11,95057;1,640028;0,8711144
11,95224;1,635719;2,586206
11,95396;1,633219;1,45063
11,9556;1,630635;1,582499
11,95723;1,628185;1,501035
11,95884;1,625736;1,520507
11,96041;1,623321;1,539584
11,96219;1,620968;1,32425
11,96379;1,618302;1,658693
11,96544;1,615892;1,465725
11,96701;1,613425;1,566098
11,9686;1,611062;1,487377
11,97021;1,608679;1,480782
11,97176;1,606265;1,556957
11,97329;1,60394;1,522367
11,97482;1,601649;1,49264
11,97637;1,599346;1,486269
11,98177;1,597022;0,4302518
12,02337;1,59979;1,4067
12,02516;1,602741;1,641598
12,02682;1,605438;1,630739
12,02847;1,607919;1,502154
12,03298;1,610396;0,5495375
12,03466;1,617157;4,018398
12,03627;1,61968;1,563487
12,03811;1,622102;1,316188
12,03982;1,624861;1,615323
12,0414;1,627423;1,61676
12,04333;1,629801;1,237129
12,04511;1,632683;1,619802
12,04685;1,635353;1,526361
12,04865;1,637976;1,464478
12,05043;1,640663;1,503288
12,05234;1,643344;1,403883
12,05428;1,646209;1,480169
12,05604;1,649112;1,650898
12,05791;1,65175;1,41154
12,05987;1,654553;1,426362
12,0619;1,657501;1,45205
12,06399;1,660546;1,454946
12,06565;1,663685;1,896747
12,06739;1,666168;1,426634
12,069;1,668779;1,616975
12,07074;1,6712;1,398405
12,07239;1,673798;1,571238
12,07422;1,676278;1,35345
12,0759;1,679026;1,640649
12,07764;1,681539;1,440352
12,07966;1,684155;1,296711
12,08137;1,687182;1,770878
12,08316;1,689746;1,433177
12,08471;1,69243;1,722414
12,08634;1,694767;1,434962
12,08797;1,69721;1,498838
12,08971;1,699655;1,406954
12,09161;1,702261;1,369469
12,09611;1,705116;0,6356183
12,09779;1,711853;4,010328
12,09938;1,714373;1,578728
12,10092;1,716768;1,553441
12,10269;1,71908;1,311593
12,10434;1,721724;1,603239
12,10599;1,724198;1,492147
12,10774;1,726684;1,422669
12,10933;1,729306;1,651451
12,11087;1,731688;1,544163
12,11239;1,734001;1,519836
12,114;1,736285;1,424325
12,11558;1,738689;1,52263
12,11721;1,741058;1,451015
12,11888;1,743507;1,467647
12,12049;1,74601;1,553064
12,12218;1,748428;1,430441
12,12372;1,750963;1,647807
12,12533;1,75327;1,429065
12,1269;1,755692;1,540065
12,12844;1,758052;1,536006
12,13006;1,760355;1,426349
12,1316;1,762778;1,568162
12,13314;1,765096;1,508525
12,13467;1,7674;1,504593
12,13621;1,769698;1,491819
12,13776;1,772008;1,492465
12,13952;1,774329;1,315497
12,14205;1,776977;1,046775
12,1446;1,773183;1,490139
12,14624;1,769364;2,318892
12,1479;1,766894;1,493233
12,15374;1,764413;0,4251114
12,15547;1,755657;5,036992
12,15719;1,753049;1,521719
12,15895;1,750479;1,457896
12,16066;1,747835;1,546876
12,16245;1,74527;1,430964
12,16406;1,742582;1,674038
12,16562;1,740173;1,539723
12,16721;1,737827;1,476707
12,16878;1,735443;1,521484
12,17046;1,733093;1,398615
12,17207;1,730572;1,566952
12,1737;1,72816;1,479971
12,17531;1,725714;1,512531
12,17699;1,723289;1,448309
12,17858;1,720777;1,575647
12,18013;1,718386;1,539963
12,18217;1,716057;1,146609
12,18379;1,71301;1,874001
12,18548;1,710572;1,442741
12,18727;1,708036;1,419314
12,18888;1,705357;1,658263
12,19046;1,702933;1,541518
12,19202;1,700574;1,512282
12,19362;1,698235;1,460641
12,19529;1,695832;1,435998
12,19699;1,693323;1,475814
12,19859;1,690772;1,594525
12,20025;1,688373;1,443535
12,20196;1,68588;1,460012
12,20351;1,683318;1,654867
12,20513;1,680996;1,430849
12,20673;1,678562;1,526507
12,20827;1,676171;1,55013
12,21276;1,673856;0,5147644
12,21454;1,667112;3,794895
12,21615;1,664447;1,661455
12,21777;1,66204;1,479708
12,21936;1,6596;1,532135
12,22102;1,657212;1,446685
12,2229;1,654736;1,315234
12,22454;1,651911;1,716173
12,2262;1,649443;1,489253
12,22781;1,646956;1,546333
12,22943;1,644544;1,485399
12,23101;1,642109;1,54179
12,2326;1,639739;1,492519
12,23421;1,637358;1,477689
12,23574;1,634941;1,581684
12,23733;1,632648;1,445362
12,23898;1,630269;1,438425
12,24054;1,627787;1,595257
12,24223;1,625455;1,377414
12,24378;1,622914;1,635396
12,24593;1,620584;1,087402
12,26328;1,623134;1,334618
12,26786;1,626001;0,6265014
12,2697;1,632865;3,734541
12,27135;1,635622;1,669594
12,27297;1,638098;1,527293
12,27453;1,640531;1,562354
12,27611;1,642867;1,47698
12,27768;1,645239;1,510673
12,27927;1,647594;1,48138
12,28079;1,649978;1,567619
12,28261;1,65226;1,253797
12,28417;1,65499;1,745902
12,28581;1,657335;1,432419
12,2874;1,659791;1,541885
12,28904;1,662181;1,456986
12,29062;1,664641;1,564513
12,2923;1,666999;1,399167
12,29403;1,669528;1,463635
12,29565;1,672119;1,596287
12,29732;1,674554;1,456582
12,29888;1,677061;1,615076
12,30041;1,67939;1,519458
12,30216;1,681689;1,313229
12,3038;1,684315;1,597167
12,30536;1,686782;1,585651
12,30693;1,689115;1,486584
12,30848;1,691469;1,522831
12,31007;1,693788;1,457211
12,31173;1,696175;1,432472
12,31338;1,698674;1,514917
12,31492;1,701149;1,614524
12,31652;1,703448;1,432948
12,31807;1,705855;1,551873
12,31957;1,708182;1,550062
12,32108;1,710433;1,489012
12,32586;1,712701;0,474915
12,32767;1,719864;3,957617
12,32944;1,722579;1,536237
12,33112;1,72523;1,577023
12,33282;1,727752;1,479155
12,33442;1,730309;1,596952
12,33613;1,732711;1,411761
12,33781;1,735263;1,515028
12,3394;1,737789;1,592086
12,34094;1,74017;1,542668
12,34265;1,742484;1,35259
12,34415;1,745051;1,71186
12,3458;1,747301;1,361773
12,34749;1,749778;1,469819
12,34906;1,752307;1,606576
12,35185;1,754667;0,8478618
12,35352;1,758844;2,492836
12,35513;1,761357;1,564107
12,35671;1,763767;1,524193
12,35839;1,766139;1,415232
12,35998;1,768653;1,579669
12,3616;1,77104;1,468771
12,36331;1,773477;1,426633
12,36487;1,776041;1,639528
12,36649;1,778386;1,454587
12,3681;1,780804;1,502971
12,36982;1,783218;1,401656
12,37141;1,7858;1,616945
12,37297;1,788197;1,53636
12,37448;1,790536;1,548632
12,37625;1,792802;1,285124
12,37799;1,795447;1,521474
12,37965;1,798054;1,562853
12,38209;1,800557;1,028548
12,38792;1,796907;0,6262169
12,38956;1,788165;5,313624
12,39119;1,785697;1,512566
12,39291;1,78325;1,421661
12,39463;1,780668;1,504091
12,39631;1,778093;1,537429
12,39789;1,775581;1,582374
12,39943;1,773199;1,550497
12,4011;1,770895;1,375579
12,40294;1,768383;1,370315
12,40456;1,765633;1,694178
12,40612;1,763198;1,563283
12,40763;1,760861;1,545738
12,40914;1,758594;1,501683
12,41065;1,756329;1,502314
12,41218;1,754068;1,47661
12,4137;1,751771;1,506653
12,41522;1,749484;1,506033
12,41676;1,747206;1,484348
12,41827;1,744905;1,517566
12,41977;1,74263;1,516739
12,42136;1,74038;1,416136
12,42305;1,737996;1,408946
12,42461;1,735459;1,630833
12,42636;1,733125;1,333357
12,42804;1,7305;1,563078
12,42968;1,727981;1,533022
12,43127;1,725516;1,547864
12,43282;1,723127;1,545049
12,43435;1,720807;1,514026
12,4359;1,718509;1,487107
12,43764;1,716192;1,334131
12,4392;1,713586;1,662466
12,4435;1,711234;0,5473958
12,44529;1,704791;3,595303
12,44684;1,702103;1,732403
12,44843;1,699776;1,463415
12,45;1,69739;1,525016
12,45152;1,695043;1,545567
12,45305;1,692766;1,480238
12,45463;1,690458;1,464677
12,45625;1,688094;1,462872
12,45821;1,685671;1,236114
12,45984;1,68273;1,799702
12,46146;1,680279;1,51729
12,46325;1,677855;1,346195
12,46484;1,675155;1,709318
12,46642;1,672786;1,494496
12,46801;1,670407;1,493016
12,4699;1,668018;1,267002
12,47155;1,665189;1,716351
12,47318;1,662717;1,515548
12,47488;1,66027;1,435393
12,47648;1,657714;1,604191
12,47896;1,655323;0,9644459
12,4988;1,658038;0,5772303
12,50063;1,665094;3,845086
12,50267;1,667847;1,354256
12,50438;1,670896;1,776229
12,50602;1,67347;1,572014
12,50774;1,675927;1,426276
12,5093;1,678511;1,655791
12,51093;1,680852;1,438276
12,51252;1,683293;1,53598
12,51411;1,685677;1,499979
12,51564;1,688061;1,559743
12,51717;1,690354;1,494234
