Zeit;Kopf.x;Kopf.y;Kopf.z; Real.x; Real.y; Real.z
0,4646005;0;1,75; 0; 0; 1,75; 0
0,4695103;0;1,75; 0; 0; 1,75; 0
0,4717088;0;1,75; 0; 0; 1,75; 0
0,4733934;0;1,75; 0; 0; 1,75; 0
0,4749842;0;1,75; 0; 0; 1,75; 0
0,4765725;0;1,75; 0; 0; 1,75; 0
0,4782463;0;1,75; 0; 0; 1,75; 0
0,4799283;0;1,75; 0; 0; 1,75; 0
0,4815907;0;1,75; 0; 0; 1,75; 0
0,4836766;0;1,75; 0; 0; 1,75; 0
0,4853912;0;1,75; 0; 0; 1,75; 0
0,4869877;0;1,75; 0; 0; 1,75; 0
0,4886215;0;1,75; 0; 0; 1,75; 0
0,4902377;0;1,75; 0; 0; 1,75; 0
0,4918473;0;1,75; 0; 0; 1,75; 0
0,4944012;0;1,75; 0; 0; 1,75; 0
0,4966894;0;1,75; 0; 0; 1,75; 0
0,498627;0;1,75; 0; 0; 1,75; 0
0,5003144;0;1,75; 0; 0; 1,75; 0
0,5021527;0;1,75; 0; 0; 1,75; 0
0,5037065;0;1,75; 0; 0; 1,75; 0
0,5052885;0;1,75; 0; 0; 1,75; 0
0,5071703;0;1,75; 0; 0; 1,75; 0
0,5092441;0;1,75; 0; 0; 1,75; 0
0,5108417;0;1,75; 0; 0; 1,75; 0
0,5124419;0;1,75; 0; 0; 1,75; 0
0,5140879;0;1,75; 0; 0; 1,75; 0
0,5157768;0;1,75; 0; 0; 1,75; 0
0,5173554;0;1,75; 0; 0; 1,75; 0
0,5190532;0;1,75; 0; 0; 1,75; 0
0,5207555;0;1,75; 0; 0; 1,75; 0
0,5230811;0;1,75; 0; 0; 1,75; 0
0,5253099;0;1,75; 0; 0; 1,75; 0
0,5341619;0;1,75; 0; 0; 1,75; 0
0,5361599;0;1,75; 0; 0; 1,75; 0
0,5379388;0;1,75; 0; 0; 1,75; 0
0,5395271;0;1,75; 0; 0; 1,75; 0
0,5410553;0;1,75; 0; 0; 1,75; 0
0,5427287;0;1,75; 0; 0; 1,75; 0
0,5443678;0;1,75; 0; 0; 1,75; 0
0,5459563;0;1,75; 0; 0; 1,75; 0
0,5476139;0;1,75; 0; 0; 1,75; 0
0,5493432;0;1,75; 0; 0; 1,75; 0
0,550989;0;1,75; 0; 0; 1,75; 0
0,5526415;0;1,75; 0; 0; 1,75; 0
0,5542327;0;1,75; 0; 0; 1,75; 0
0,5558642;0;1,75; 0; 0; 1,75; 0
0,5574284;0;1,75; 0; 0; 1,75; 0
0,559041;0;1,75; 0; 0; 1,75; 0
0,5606326;0;1,75; 0; 0; 1,75; 0
0,562381;0;1,75; 0; 0; 1,75; 0
0,5639396;0;1,75; 0; 0; 1,75; 0
0,5654752;0;1,75; 0; 0; 1,75; 0
0,5670235;0;1,75; 0; 0; 1,75; 0
0,5686448;0;1,75; 0; 0; 1,75; 0
0,570218;0;1,75; 0; 0; 1,75; 0
0,5717939;0;1,75; 0; 0; 1,75; 0
0,5733662;0;1,75; 0; 0; 1,75; 0
0,5752279;0;1,75; 0; 0; 1,75; 0
0,576883;0;1,75; 0; 0; 1,75; 0
0,5785542;0;1,75; 0; 0; 1,75; 0
0,5801622;0;1,75; 0; 0; 1,75; 0
0,5819302;0;1,75; 0; 0; 1,75; 0
0,583522;0;1,75; 0; 0; 1,75; 0
0,5878485;0;1,75; 0; 0; 1,75; 0
0,5896935;0;1,75; 0; 0; 1,75; 0
0,5913296;0;1,75; 0; 0; 1,75; 0
0,5929633;0;1,75; 0; 0; 1,75; 0
0,5945469;0;1,75; 0; 0; 1,75; 0
0,5960757;0;1,75; 0; 0; 1,75; 0
0,5977088;0;1,75; 0; 0; 1,75; 0
0,5993522;0;1,75; 0; 0; 1,75; 0
0,6009517;0;1,75; 0; 0; 1,75; 0
0,6027634;0;1,75; 0; 0; 1,75; 0
0,6044651;0;1,75; 0; 0; 1,75; 0
0,606169;0;1,75; 0; 0; 1,75; 0
0,6079001;0;1,75; 0; 0; 1,75; 0
0,6095433;0;1,75; 0; 0; 1,75; 0
0,6112179;0;1,75; 0; 0; 1,75; 0
0,6128435;0;1,75; 0; 0; 1,75; 0
0,6144782;0;1,75; 0; 0; 1,75; 0
0,6160225;0;1,75; 0; 0; 1,75; 0
0,6175979;0;1,75; 0; 0; 1,75; 0
0,6192203;0;1,75; 0; 0; 1,75; 0
0,6208919;0;1,75; 0; 0; 1,75; 0
0,6228371;0;1,75; 0; 0; 1,75; 0
0,6244696;0;1,75; 0; 0; 1,75; 0
0,6261476;0;1,75; 0; 0; 1,75; 0
0,6278324;0;1,75; 0; 0; 1,75; 0
0,6294441;0;1,75; 0; 0; 1,75; 0
0,6310251;0;1,75; 0; 0; 1,75; 0
0,6326547;0;1,75; 0; 0; 1,75; 0
0,6342635;0;1,75; 0; 0; 1,75; 0
0,6358662;0;1,75; 0; 0; 1,75; 0
0,63741;0;1,75; 0; 0; 1,75; 0
0,6389939;0;1,75; 0; 0; 1,75; 0
0,6408808;0;1,75; 0; 0; 1,75; 0
0,6427376;0;1,75; 0; 0; 1,75; 0
0,6443955;0;1,75; 0; 0; 1,75; 0
0,6462169;0;1,75; 0; 0; 1,75; 0
0,6479943;0;1,75; 0; 0; 1,75; 0
0,6496121;0;1,75; 0; 0; 1,75; 0
0,65144;0;1,75; 0; 0; 1,75; 0
0,6532459;0;1,75; 0; 0; 1,75; 0
0,654959;0;1,75; 0; 0; 1,75; 0
0,6566982;0;1,75; 0; 0; 1,75; 0
0,6584566;0;1,75; 0; 0; 1,75; 0
0,6600903;0;1,75; 0; 0; 1,75; 0
0,6620553;0;1,75; 0; 0; 1,75; 0
0,6637939;0;1,75; 0; 0; 1,75; 0
0,6655658;0;1,75; 0; 0; 1,75; 0
0,6672434;0;1,75; 0; 0; 1,75; 0
0,6688445;0;1,75; 0; 0; 1,75; 0
0,6704696;0;1,75; 0; 0; 1,75; 0
0,6721842;0;1,75; 0; 0; 1,75; 0
0,6738563;0;1,75; 0; 0; 1,75; 0
0,6754588;0;1,75; 0; 0; 1,75; 0
0,6773595;0;1,75; 0; 0; 1,75; 0
0,6793128;0;1,75; 0; 0; 1,75; 0
0,6808887;0;1,75; 0; 0; 1,75; 0
0,6826996;0;1,75; 0; 0; 1,75; 0
0,68432;0;1,75; 0; 0; 1,75; 0
0,6858699;0;1,75; 0; 0; 1,75; 0
0,6874154;0;1,75; 0; 0; 1,75; 0
0,6890205;0;1,75; 0; 0; 1,75; 0
0,6906049;0;1,75; 0; 0; 1,75; 0
0,6921189;0;1,75; 0; 0; 1,75; 0
0,6938511;0;1,75; 0; 0; 1,75; 0
0,699065;0;1,75; 0; 0; 1,75; 0
0,7012919;0;1,75; 0; 0; 1,75; 0
0,7033296;0;1,75; 0; 0; 1,75; 0
0,7049499;0;1,75; 0; 0; 1,75; 0
0,7065629;0;1,75; 0; 0; 1,75; 0
0,7081929;0;1,75; 0; 0; 1,75; 0
0,7097788;0;1,75; 0; 0; 1,75; 0
0,711318;0;1,75; 0; 0; 1,75; 0
0,7129111;0;1,75; 0; 0; 1,75; 0
0,7150757;0;1,75; 0; 0; 1,75; 0
0,71676;0;1,75; 0; 0; 1,75; 0
0,718429;0;1,75; 0; 0; 1,75; 0
0,7200423;0;1,75; 0; 0; 1,75; 0
0,7217525;0;1,75; 0; 0; 1,75; 0
0,7239119;0;1,75; 0; 0; 1,75; 0
0,7256774;0;1,75; 0; 0; 1,75; 0
0,7275968;0;1,75; 0; 0; 1,75; 0
0,7297201;0;1,75; 0; 0; 1,75; 0
0,7313777;0;1,75; 0; 0; 1,75; 0
0,7331107;0;1,75; 0; 0; 1,75; 0
0,7351196;0;1,75; 0; 0; 1,75; 0
0,7370976;0;1,75; 0; 0; 1,75; 0
0,7391289;0;1,75; 0; 0; 1,75; 0
0,7407652;0;1,75; 0; 0; 1,75; 0
0,7426341;0;1,75; 0; 0; 1,75; 0
0,7447931;0;1,75; 0; 0; 1,75; 0
0,7467893;0;1,75; 0; 0; 1,75; 0
0,7484565;0;1,75; 0; 0; 1,75; 0
0,7501974;0;1,75; 0; 0; 1,75; 0
0,7518259;0;1,75; 0; 0; 1,75; 0
0,7535359;0;1,75; 0; 0; 1,75; 0
0,7552809;0;1,75; 0; 0; 1,75; 0
0,7570034;0;1,75; 0; 0; 1,75; 0
0,758781;0;1,75; 0; 0; 1,75; 0
0,7604277;0;1,75; 0; 0; 1,75; 0
0,7624345;0;1,75; 0; 0; 1,75; 0
0,7641727;0;1,75; 0; 0; 1,75; 0
0,7658498;0;1,75; 0; 0; 1,75; 0
0,7676103;0;1,75; 0; 0; 1,75; 0
0,7692904;0;1,75; 0; 0; 1,75; 0
0,7709913;0;1,75; 0; 0; 1,75; 0
0,7725868;0;1,75; 0; 0; 1,75; 0
0,7744132;0;1,75; 0; 0; 1,75; 0
0,7760968;0;1,75; 0; 0; 1,75; 0
0,7777638;0;1,75; 0; 0; 1,75; 0
0,7793611;0;1,75; 0; 0; 1,75; 0
0,7810087;0;1,75; 0; 0; 1,75; 0
0,7828261;0;1,75; 0; 0; 1,75; 0
0,7844148;0;1,75; 0; 0; 1,75; 0
0,7861139;0;1,75; 0; 0; 1,75; 0
0,7879412;0;1,75; 0; 0; 1,75; 0
0,7896214;0;1,75; 0; 0; 1,75; 0
0,7913529;0;1,75; 0; 0; 1,75; 0
0,7930287;0;1,75; 0; 0; 1,75; 0
0,7946829;0;1,75; 0; 0; 1,75; 0
0,7962778;0;1,75; 0; 0; 1,75; 0
0,7981197;0;1,75; 0; 0; 1,75; 0
0,799893;0;1,75; 0; 0; 1,75; 0
0,8015482;0;1,75; 0; 0; 1,75; 0
0,8033873;0;1,75; 0; 0; 1,75; 0
0,8049929;0;1,75; 0; 0; 1,75; 0
0,8066927;0;1,75; 0; 0; 1,75; 0
0,8084127;0;1,75; 0; 0; 1,75; 0
0,8101773;0;1,75; 0; 0; 1,75; 0
0,8146557;0;1,75; 0; 0; 1,75; 0
0,8163676;0;1,75; 0; 0; 1,75; 0
0,8179896;0;1,75; 0; 0; 1,75; 0
0,8196216;0;1,75; 0; 0; 1,75; 0
0,8212116;0;1,75; 0; 0; 1,75; 0
0,823047;0;1,75; 0; 0; 1,75; 0
0,8247374;0;1,75; 0; 0; 1,75; 0
0,826412;0;1,75; 0; 0; 1,75; 0
0,8280659;0;1,75; 0; 0; 1,75; 0
0,8297154;0;1,75; 0; 0; 1,75; 0
0,8315079;0;1,75; 0; 0; 1,75; 0
0,8330997;0;1,75; 0; 0; 1,75; 0
0,8346391;0;1,75; 0; 0; 1,75; 0
0,8362777;0;1,75; 0; 0; 1,75; 0
0,8381022;0;1,75; 0; 0; 1,75; 0
0,839716;0;1,75; 0; 0; 1,75; 0
0,8412989;0;1,75; 0; 0; 1,75; 0
0,8430626;0;1,75; 0; 0; 1,75; 0
0,8446437;0;1,75; 0; 0; 1,75; 0
0,8462189;0;1,75; 0; 0; 1,75; 0
0,8477947;0;1,75; 0; 0; 1,75; 0
0,8493841;0;1,75; 0; 0; 1,75; 0
0,8509932;0;1,75; 0; 0; 1,75; 0
0,852595;0;1,75; 0; 0; 1,75; 0
0,8543434;0;1,75; 0; 0; 1,75; 0
0,8559638;0;1,75; 0; 0; 1,75; 0
0,8575917;0;1,75; 0; 0; 1,75; 0
0,8592471;0;1,75; 0; 0; 1,75; 0
0,8609424;0;1,75; 0; 0; 1,75; 0
0,8626912;0;1,75; 0; 0; 1,75; 0
0,8642585;0;1,75; 0; 0; 1,75; 0
0,8659137;0;1,75; 0; 0; 1,75; 0
0,8675457;0;1,75; 0; 0; 1,75; 0
0,8695081;0;1,75; 0; 0; 1,75; 0
0,8715261;0;1,75; 0; 0; 1,75; 0
0,8732954;0;1,75; 0; 0; 1,75; 0
0,8749707;0;1,75; 0; 0; 1,75; 0
0,8770548;0;1,75; 0; 0; 1,75; 0
0,8791617;0;1,75; 0; 0; 1,75; 0
0,8807127;0;1,75; 0; 0; 1,75; 0
0,8824356;0;1,75; 0; 0; 1,75; 0
0,8839782;0;1,75; 0; 0; 1,75; 0
0,8854603;0;1,75; 0; 0; 1,75; 0
0,8869302;0;1,75; 0; 0; 1,75; 0
0,888527;0;1,75; 0; 0; 1,75; 0
0,8902965;0;1,75; 0; 0; 1,75; 0
0,8919767;0;1,75; 0; 0; 1,75; 0
0,8937117;0;1,75; 0; 0; 1,75; 0
0,8953394;0;1,75; 0; 0; 1,75; 0
0,8969644;0;1,75; 0; 0; 1,75; 0
0,8985283;0;1,75; 0; 0; 1,75; 0
0,900261;0;1,75; 0; 0; 1,75; 0
0,9021088;0;1,75; 0; 0; 1,75; 0
0,9036751;0;1,75; 0; 0; 1,75; 0
0,9054235;0;1,75; 0; 0; 1,75; 0
0,9074745;0;1,75; 0; 0; 1,75; 0
0,9097121;0;1,75; 0; 0; 1,75; 0
0,9113758;0;1,75; 0; 0; 1,75; 0
0,9129961;0;1,75; 0; 0; 1,75; 0
0,9146394;0;1,75; 0; 0; 1,75; 0
0,916299;0;1,75; 0; 0; 1,75; 0
0,9179394;0;1,75; 0; 0; 1,75; 0
0,919535;0;1,75; 0; 0; 1,75; 0
0,9211732;0;1,75; 0; 0; 1,75; 0
0,9257767;0;1,75; 0; 0; 1,75; 0
0,9280435;0;1,75; 0; 0; 1,75; 0
0,9300004;0;1,75; 0; 0; 1,75; 0
0,931932;0;1,75; 0; 0; 1,75; 0
0,9336753;0;1,75; 0; 0; 1,75; 0
0,9353061;0;1,75; 0; 0; 1,75; 0
0,9370018;0;1,75; 0; 0; 1,75; 0
0,9386168;0;1,75; 0; 0; 1,75; 0
0,9401633;0;1,75; 0; 0; 1,75; 0
0,9421154;0;1,75; 0; 0; 1,75; 0
0,9439749;0;1,75; 0; 0; 1,75; 0
0,9457554;0;1,75; 0; 0; 1,75; 0
0,9477344;0;1,75; 0; 0; 1,75; 0
0,9496197;0;1,75; 0; 0; 1,75; 0
0,9513245;0;1,75; 0; 0; 1,75; 0
0,9529259;0;1,75; 0; 0; 1,75; 0
0,9548509;0;1,75; 0; 0; 1,75; 0
0,9564469;0;1,75; 0; 0; 1,75; 0
0,9579999;0;1,75; 0; 0; 1,75; 0
0,9596269;0;1,75; 0; 0; 1,75; 0
0,9614552;0;1,75; 0; 0; 1,75; 0
0,9635897;0;1,75; 0; 0; 1,75; 0
0,9652876;0;1,75; 0; 0; 1,75; 0
0,9670026;0;1,75; 0; 0; 1,75; 0
0,9685752;0;1,75; 0; 0; 1,75; 0
0,9702237;0;1,75; 0; 0; 1,75; 0
0,9719685;0;1,75; 0; 0; 1,75; 0
0,9734979;0;1,75; 0; 0; 1,75; 0
0,9751232;0;1,75; 0; 0; 1,75; 0
0,9766939;0;1,75; 0; 0; 1,75; 0
0,9783483;0;1,75; 0; 0; 1,75; 0
0,9803246;0;1,75; 0; 0; 1,75; 0
0,9821885;0;1,75; 0; 0; 1,75; 0
0,9838238;0;1,75; 0; 0; 1,75; 0
0,9854689;0;1,75; 0; 0; 1,75; 0
0,9871413;0;1,75; 0; 0; 1,75; 0
0,9888254;0;1,75; 0; 0; 1,75; 0
0,9904293;0;1,75; 0; 0; 1,75; 0
0,9922174;0;1,75; 0; 0; 1,75; 0
0,9941496;0;1,75; 0; 0; 1,75; 0
0,9959309;0;1,75; 0; 0; 1,75; 0
0,9976174;0;1,75; 0; 0; 1,75; 0
0,9997208;0;1,75; 0; 0; 1,75; 0
1,001612;0;1,75; 0; 0; 1,75; 0
1,003433;0;1,75; 0; 0; 1,75; 0
1,005003;0;1,75; 0; 0; 1,75; 0
1,006546;0;1,75; 0; 0; 1,75; 0
1,008121;0;1,75; 0; 0; 1,75; 0
1,009708;0;1,75; 0; 0; 1,75; 0
1,01133;0;1,75; 0; 0; 1,75; 0
1,012935;0;1,75; 0; 0; 1,75; 0
1,0145;0;1,75; 0; 0; 1,75; 0
1,016016;0;1,75; 0; 0; 1,75; 0
1,017745;0;1,75; 0; 0; 1,75; 0
1,019539;0;1,75; 0; 0; 1,75; 0
1,021158;0;1,75; 0; 0; 1,75; 0
1,022965;0;1,75; 0; 0; 1,75; 0
1,024493;0;1,75; 0; 0; 1,75; 0
1,026078;0;1,75; 0; 0; 1,75; 0
1,027642;0;1,75; 0; 0; 1,75; 0
1,029496;0;1,75; 0; 0; 1,75; 0
1,03119;0;1,75; 0; 0; 1,75; 0
1,033072;0;1,75; 0; 0; 1,75; 0
1,03503;0;1,75; 0; 0; 1,75; 0
1,036797;0;1,75; 0; 0; 1,75; 0
1,041361;0;1,75; 0; 0; 1,75; 0
1,043338;0;1,75; 0; 0; 1,75; 0
1,045032;0;1,75; 0; 0; 1,75; 0
1,046591;0;1,75; 0; 0; 1,75; 0
1,04816;0;1,75; 0; 0; 1,75; 0
1,04975;0;1,75; 0; 0; 1,75; 0
1,051306;0;1,75; 0; 0; 1,75; 0
1,052937;0;1,75; 0; 0; 1,75; 0
1,054474;0;1,75; 0; 0; 1,75; 0
1,056119;0;1,75; 0; 0; 1,75; 0
1,057726;0;1,75; 0; 0; 1,75; 0
1,059579;0;1,75; 0; 0; 1,75; 0
1,061141;0;1,75; 0; 0; 1,75; 0
1,063349;0;1,75; 0; 0; 1,75; 0
1,065927;0;1,75; 0; 0; 1,75; 0
1,068001;0;1,75; 0; 0; 1,75; 0
1,069652;0;1,75; 0; 0; 1,75; 0
1,071265;0;1,75; 0; 0; 1,75; 0
1,073025;0;1,75; 0; 0; 1,75; 0
1,074789;0;1,75; 0; 0; 1,75; 0
1,076569;0;1,75; 0; 0; 1,75; 0
1,078177;0;1,75; 0; 0; 1,75; 0
1,079753;0;1,75; 0; 0; 1,75; 0
1,08158;0;1,75; 0; 0; 1,75; 0
1,089042;0;1,75; 0; 0; 1,75; 0
1,091728;0;1,75; 0,01119255; 0; 1,75; 0,01119255
1,093612;0;1,75; 0,0152211; 0; 1,75; 0,0152211
1,095446;0;1,75; 0,0180468; 0; 1,75; 0,0180468
1,097302;0;1,75; 0,0207984; 0; 1,75; 0,0207984
1,09918;0;1,75; 0,0235818; 0; 1,75; 0,0235818
1,100999;0;1,75; 0,0263994; 0; 1,75; 0,0263994
1,103022;0;1,75; 0,02912775; 0; 1,75; 0,02912775
1,104817;0;1,75; 0,0321621; 0; 1,75; 0,0321621
1,106784;0;1,75; 0,0348555; 0; 1,75; 0,0348555
1,108657;0;1,75; 0,037806; 0; 1,75; 0,037806
1,110512;0;1,75; 0,0406149; 0; 1,75; 0,0406149
1,112258;0;1,75; 0,04339695; 0; 1,75; 0,04339695
1,114075;0;1,75; 0,04601685; 0; 1,75; 0,04601685
1,115976;0;1,75; 0,04874145; 0; 1,75; 0,04874145
1,117666;0;1,75; 0,0515934; 0; 1,75; 0,0515934
1,119706;0;1,75; 0,0541281; 0; 1,75; 0,0541281
1,121596;0;1,75; 0,0571884; 0; 1,75; 0,0571884
1,123586;0;1,75; 0,0600234; 0; 1,75; 0,0600234
1,125349;0;1,75; 0,06300795; 0; 1,75; 0,06300795
1,127205;0;1,75; 0,06565275; 0; 1,75; 0,06565275
1,129395;0;1,75; 0,0684375; 0; 1,75; 0,0684375
1,131324;0;1,75; 0,0717225; 0; 1,75; 0,0717225
1,133117;0;1,75; 0,07461495; 0; 1,75; 0,07461495
1,134881;0;1,75; 0,07730565; 0; 1,75; 0,07730565
1,136925;0;1,75; 0,07995106; 0; 1,75; 0,07995106
1,138792;0;1,75; 0,08301736; 0; 1,75; 0,08301736
1,14054;0;1,75; 0,08581726; 0; 1,75; 0,08581726
1,142488;0;1,75; 0,08843911; 0; 1,75; 0,08843911
1,144402;0;1,75; 0,09136156; 0; 1,75; 0,09136156
1,146379;0;1,75; 0,09423271; 0; 1,75; 0,09423271
1,148183;0;1,75; 0,09719776; 0; 1,75; 0,09719776
1,150022;0;1,75; 0,09990361; 0; 1,75; 0,09990361
1,151787;0;1,75; 0,1026629; 0; 1,75; 0,1026629
1,153561;0;1,75; 0,1053105; 0; 1,75; 0,1053105
1,15528;0;1,75; 0,1079714; 0; 1,75; 0,1079714
1,157017;0;1,75; 0,1105499; 0; 1,75; 0,1105499
1,158878;0;1,75; 0,1131548; 0; 1,75; 0,1131548
1,160592;0;1,75; 0,115947; 0; 1,75; 0,115947
1,165755;0;1,75; 0,1185172; 0; 1,75; 0,1185172
1,168248;0;1,75; 0,1262626; 0; 1,75; 0,1262626
1,170197;0;1,75; 0,1300008; 0; 1,75; 0,1300008
1,172147;0;1,75; 0,1329248; 0; 1,75; 0,1329248
1,174121;0;1,75; 0,1358499; 0; 1,75; 0,1358499
1,176145;0;1,75; 0,1388118; 0; 1,75; 0,1388118
1,178083;0;1,75; 0,1418466; 0; 1,75; 0,1418466
1,180076;0;1,75; 0,1447536; 0; 1,75; 0,1447536
1,182407;0;1,75; 0,1477432; 0; 1,75; 0,1477432
1,184417;0;1,75; 0,1512396; 0; 1,75; 0,1512396
1,186441;0;1,75; 0,1542558; 0; 1,75; 0,1542558
1,18832;0;1,75; 0,1572906; 0; 1,75; 0,1572906
1,190187;0;1,75; 0,1601095; 0; 1,75; 0,1601095
1,192164;0;1,75; 0,1629107; 0; 1,75; 0,1629107
1,194088;0;1,75; 0,1658759; 0; 1,75; 0,1658759
1,196155;0;1,75; 0,1687616; 0; 1,75; 0,1687616
1,198204;0;1,75; 0,1718616; 0; 1,75; 0,1718616
1,200273;0;1,75; 0,174936; 0; 1,75; 0,174936
1,202486;0;1,75; 0,1780389; 0; 1,75; 0,1780389
1,204439;0;1,75; 0,1813588; 0; 1,75; 0,1813588
1,206824;0;1,75; 0,1842877; 0; 1,75; 0,1842877
1,208969;0;1,75; 0,1878649; 0; 1,75; 0,1878649
1,211055;0;1,75; 0,1910824; 0; 1,75; 0,1910824
1,21332;0;1,75; 0,1942125; 0; 1,75; 0,1942125
1,215277;0;1,75; 0,1976092; 0; 1,75; 0,1976092
1,217192;0;1,75; 0,2005449; 0; 1,75; 0,2005449
1,219057;0;1,75; 0,2034175; 0; 1,75; 0,2034175
1,220766;0;1,75; 0,2062155; 0; 1,75; 0,2062155
1,222655;0;1,75; 0,2087791; 0; 1,75; 0,2087791
1,224331;0;1,75; 0,2116122; 0; 1,75; 0,2116122
1,226024;0;1,75; 0,2141253; 0; 1,75; 0,2141253
1,227824;0;1,75; 0,2166648; 0; 1,75; 0,2166648
1,235264;0;1,75; 0,2193661; 0; 1,75; 0,2193661
1,237104;0;1,75; 0,2305259; 0; 1,75; 0,2305259
1,238774;0;1,75; 0,2332858; 0; 1,75; 0,2332858
1,240578;0;1,75; 0,2357907; 0; 1,75; 0,2357907
1,242613;0;1,75; 0,2384962; 0; 1,75; 0,2384962
1,244454;0;1,75; 0,2415495; 0; 1,75; 0,2415495
1,246467;0;1,75; 0,2443108; 0; 1,75; 0,2443108
1,248365;0;1,75; 0,2473293; 0; 1,75; 0,2473293
1,250157;0;1,75; 0,2501768; 0; 1,75; 0,2501768
1,251925;0;1,75; 0,2528655; 0; 1,75; 0,2528655
1,253712;0;1,75; 0,2555169; 0; 1,75; 0,2555169
1,255365;0;1,75; 0,2581977; 0; 1,75; 0,2581977
1,257228;0;1,75; 0,2606773; 0; 1,75; 0,2606773
1,258939;0;1,75; 0,263472; 0; 1,75; 0,263472
1,260609;0;1,75; 0,2660382; 0; 1,75; 0,2660382
1,262616;0;1,75; 0,2685432; 0; 1,75; 0,2685432
1,264486;0;1,75; 0,2715541; 0; 1,75; 0,2715541
1,266249;0;1,75; 0,2743579; 0; 1,75; 0,2743579
1,267941;0;1,75; 0,2770025; 0; 1,75; 0,2770025
1,269664;0;1,75; 0,2795416; 0; 1,75; 0,2795416
1,271387;0;1,75; 0,2821255; 0; 1,75; 0,2821255
1,273113;0;1,75; 0,2847094; 0; 1,75; 0,2847094
1,274742;0;1,75; 0,2872987; 0; 1,75; 0,2872987
1,276605;0;1,75; 0,2897428; 0; 1,75; 0,2897428
1,278666;0;1,75; 0,2925364; 0; 1,75; 0,2925364
1,280409;0;1,75; 0,2956279; 0; 1,75; 0,2956279
1,282282;0;1,75; 0,2982432; 0; 1,75; 0,2982432
1,28394;0;1,75; 0,3010519; 0; 1,75; 0,3010519
1,285712;0;1,75; 0,3035395; 0; 1,75; 0,3035395
1,287544;0;1,75; 0,3061975; 0; 1,75; 0,3061975
1,289366;0;1,75; 0,3089452; 0; 1,75; 0,3089452
1,291029;0;1,75; 0,3116778; 0; 1,75; 0,3116778
1,292842;0;1,75; 0,3141733; 0; 1,75; 0,3141733
1,297431;0;1,75; 0,3168928; 0; 1,75; 0,3168928
1,299416;0;1,75; 0,3237753; 0; 1,75; 0,3237753
1,301205;0;1,75; 0,3267542; 0; 1,75; 0,3267542
1,303065;0;1,75; 0,3294372; 0; 1,75; 0,3294372
1,304728;0;1,75; 0,3322269; 0; 1,75; 0,3322269
1,306429;0;1,75; 0,3347213; 0; 1,75; 0,3347213
1,308388;0;1,75; 0,3372729; 0; 1,75; 0,3372729
1,310228;0;1,75; 0,3402111; 0; 1,75; 0,3402111
1,312011;0;1,75; 0,3429713; 0; 1,75; 0,3429713
