Zeit;Kopf.x;Kopf.y, Kopf.z; Real.x; Real.y; Real.z
1,034139;0;1,75, 0; 0; 1,75; 0
1,03571;0;1,75, 0; 0; 1,75; 0
1,037325;0;1,75, 0; 0; 1,75; 0
1,038928;0;1,75, 0; 0; 1,75; 0
1,040561;0;1,75, 0; 0; 1,75; 0
1,042223;0;1,75, 0; 0; 1,75; 0
1,043769;0;1,75, 0; 0; 1,75; 0
1,045353;0;1,75, 0; 0; 1,75; 0
1,047117;0;1,75, 0; 0; 1,75; 0
1,048654;0;1,75, 0; 0; 1,75; 0
1,05036;0;1,75, 0; 0; 1,75; 0
1,054314;0;1,75, 0; 0; 1,75; 0
1,056083;0;1,75, 0; 0; 1,75; 0
1,057895;0;1,75, 0; 0; 1,75; 0
1,059482;0;1,75, 0; 0; 1,75; 0
1,061194;0;1,75, 0; 0; 1,75; 0
1,063068;0;1,75, 0; 0; 1,75; 0
1,06472;0;1,75, 0; 0; 1,75; 0
1,066371;0;1,75, 0; 0; 1,75; 0
1,068033;0;1,75, 0; 0; 1,75; 0
1,06977;0;1,75, 0; 0; 1,75; 0
1,071927;0;1,75, 0; 0; 1,75; 0
1,073662;0;1,75, 0; 0; 1,75; 0
1,075243;0;1,75, 0; 0; 1,75; 0
1,076806;0;1,75, 0; 0; 1,75; 0
1,078271;0;1,75, 0; 0; 1,75; 0
1,07981;0;1,75, 0; 0; 1,75; 0
1,081395;0;1,75, 0; 0; 1,75; 0
1,083111;0;1,75, 0; 0; 1,75; 0
1,084601;0;1,75, 0; 0; 1,75; 0
1,086157;0;1,75, 0; 0; 1,75; 0
1,08768;0;1,75, 0; 0; 1,75; 0
1,089124;0;1,75, 0; 0; 1,75; 0
1,090559;0;1,75, 0; 0; 1,75; 0
1,092016;0;1,75, 0; 0; 1,75; 0
1,093565;0;1,75, 0; 0; 1,75; 0
1,095214;0;1,75, 0; 0; 1,75; 0
1,096824;0;1,75, 0; 0; 1,75; 0
1,098368;0;1,75, 0; 0; 1,75; 0
1,099795;0;1,75, 0; 0; 1,75; 0
1,101303;0;1,75, 0; 0; 1,75; 0
1,103032;0;1,75, 0; 0; 1,75; 0
1,104632;0;1,75, 0; 0; 1,75; 0
1,106112;0;1,75, 0; 0; 1,75; 0
1,107625;0;1,75, 0; 0; 1,75; 0
1,109324;0;1,75, 0; 0; 1,75; 0
1,110868;0;1,75, 0; 0; 1,75; 0
1,112347;0;1,75, 0; 0; 1,75; 0
1,113821;0;1,75, 0; 0; 1,75; 0
1,115408;0;1,75, 0; 0; 1,75; 0
1,117093;0;1,75, 0; 0; 1,75; 0
1,118581;0;1,75, 0; 0; 1,75; 0
1,120131;0;1,75, 0; 0; 1,75; 0
1,121847;0;1,75, 0; 0; 1,75; 0
1,123476;0;1,75, 0; 0; 1,75; 0
1,125032;0;1,75, 0; 0; 1,75; 0
1,126513;0;1,75, 0; 0; 1,75; 0
1,127978;0;1,75, 0; 0; 1,75; 0
1,129601;0;1,75, 0; 0; 1,75; 0
1,131158;0;1,75, 0; 0; 1,75; 0
1,132651;0;1,75, 0; 0; 1,75; 0
1,134148;0;1,75, 0; 0; 1,75; 0
1,135619;0;1,75, 0; 0; 1,75; 0
1,137146;0;1,75, 0; 0; 1,75; 0
1,138813;0;1,75, 0; 0; 1,75; 0
1,14037;0;1,75, 0; 0; 1,75; 0
1,142101;0;1,75, 0; 0; 1,75; 0
