Zeit;Kopf.x;Kopf.y, Kopf.z; Real.x; Real.y; Real.z
0,7336813;0;1,75, 0; 0; 1,75; 0
0,7350019;0;1,75, 0; 0; 1,75; 0
0,7363012;0;1,75, 0; 0; 1,75; 0
0,7378079;0;1,75, 0; 0; 1,75; 0
0,7393235;0;1,75, 0; 0; 1,75; 0
0,74101;0;1,75, 0; 0; 1,75; 0
0,7426228;0;1,75, 0; 0; 1,75; 0
0,7440166;0;1,75, 0; 0; 1,75; 0
0,7453632;0;1,75, 0; 0; 1,75; 0
0,746798;0;1,75, 0; 0; 1,75; 0
0,7482472;0;1,75, 0; 0; 1,75; 0
0,7495327;0;1,75, 0; 0; 1,75; 0
0,75077;0;1,75, 0; 0; 1,75; 0
0,7520617;0;1,75, 0; 0; 1,75; 0
0,753691;0;1,75, 0; 0; 1,75; 0
0,7552793;0;1,75, 0; 0; 1,75; 0
0,756604;0;1,75, 0; 0; 1,75; 0
0,7580449;0;1,75, 0; 0; 1,75; 0
0,7593835;0;1,75, 0; 0; 1,75; 0
0,7608064;0;1,75, 0; 0; 1,75; 0
0,7623563;0;1,75, 0; 0; 1,75; 0
0,7636299;0;1,75, 0; 0; 1,75; 0
0,7649032;0;1,75, 0; 0; 1,75; 0
0,7661627;0;1,75, 0; 0; 1,75; 0
0,7676611;0;1,75, 0; 0; 1,75; 0
0,768962;0;1,75, 0; 0; 1,75; 0
0,7702525;0;1,75, 0; 0; 1,75; 0
0,7715199;0;1,75, 0; 0; 1,75; 0
0,7727838;0;1,75, 0; 0; 1,75; 0
0,7740407;0;1,75, 0; 0; 1,75; 0
0,775313;0;1,75, 0; 0; 1,75; 0
0,7766308;0;1,75, 0; 0; 1,75; 0
0,7779003;0;1,75, 0; 0; 1,75; 0
0,779382;0;1,75, 0; 0; 1,75; 0
0,7806742;0;1,75, 0; 0; 1,75; 0
0,7824045;0;1,75, 0; 0; 1,75; 0
0,78376;0;1,75, 0; 0; 1,75; 0
0,7850783;0;1,75, 0; 0; 1,75; 0
0,786382;0;1,75, 0; 0; 1,75; 0
0,787683;0;1,75, 0; 0; 1,75; 0
0,7889715;0;1,75, 0; 0; 1,75; 0
0,7904226;0;1,75, 0; 0; 1,75; 0
0,7917827;0;1,75, 0; 0; 1,75; 0
0,7931033;0;1,75, 0; 0; 1,75; 0
0,7945049;0;1,75, 0; 0; 1,75; 0
0,7961321;0;1,75, 0; 0; 1,75; 0
0,7974691;0;1,75, 0; 0; 1,75; 0
0,7988462;0;1,75, 0; 0; 1,75; 0
0,8003148;0;1,75, 0; 0; 1,75; 0
0,8020233;0;1,75, 0; 0; 1,75; 0
0,8037122;0;1,75, 0; 0; 1,75; 0
0,8053304;0;1,75, 0; 0; 1,75; 0
0,8069687;0;1,75, 0; 0; 1,75; 0
0,808429;0;1,75, 0; 0; 1,75; 0
0,8097799;0;1,75, 0; 0; 1,75; 0
0,8133284;0;1,75, 0; 0; 1,75; 0
0,814938;0;1,75, 0; 0; 1,75; 0
0,8163933;0;1,75, 0; 0; 1,75; 0
0,8177664;0;1,75, 0; 0; 1,75; 0
0,8193365;0;1,75, 0; 0; 1,75; 0
0,820773;0;1,75, 0; 0; 1,75; 0
0,822372;0;1,75, 0; 0; 1,75; 0
0,8237193;0;1,75, 0; 0; 1,75; 0
0,8252413;0;1,75, 0; 0; 1,75; 0
0,8270123;0;1,75, 0; 0; 1,75; 0
0,8283932;0;1,75, 0; 0; 1,75; 0
0,8297731;0;1,75, 0; 0; 1,75; 0
0,8311345;0;1,75, 0; 0; 1,75; 0
0,8326997;0;1,75, 0; 0; 1,75; 0
0,8340513;0;1,75, 0; 0; 1,75; 0
0,8353616;0;1,75, 0; 0; 1,75; 0
0,8368256;0;1,75, 0; 0; 1,75; 0
0,8382908;0;1,75, 0; 0; 1,75; 0
0,8397244;0;1,75, 0; 0; 1,75; 0
0,8411081;0;1,75, 0; 0; 1,75; 0
0,8427313;0;1,75, 0; 0; 1,75; 0
0,8441104;0;1,75, 0; 0; 1,75; 0
0,8454699;0;1,75, 0; 0; 1,75; 0
0,8474226;0;1,75, 0; 0; 1,75; 0
0,8493253;0;1,75, 0; 0; 1,75; 0
0,8507015;0;1,75, 0; 0; 1,75; 0
0,8520369;0;1,75, 0; 0; 1,75; 0
0,8533939;0;1,75, 0; 0; 1,75; 0
0,8553759;0;1,75, 0; 0; 1,75; 0
0,8567316;0;1,75, 0; 0; 1,75; 0
0,8582176;0;1,75, 0; 0; 1,75; 0
0,8595607;0;1,75, 0; 0; 1,75; 0
0,8611597;0;1,75, 0; 0; 1,75; 0
0,8626857;0;1,75, 0; 0; 1,75; 0
0,864066;0;1,75, 0; 0; 1,75; 0
0,8654338;0;1,75, 0; 0; 1,75; 0
0,8667733;0;1,75, 0; 0; 1,75; 0
0,8681138;0;1,75, 0; 0; 1,75; 0
0,8694354;0;1,75, 0; 0; 1,75; 0
0,8707124;0;1,75, 0; 0; 1,75; 0
0,8719965;0;1,75, 0; 0; 1,75; 0
0,8735375;0;1,75, 0; 0; 1,75; 0
0,8749019;0;1,75, 0; 0; 1,75; 0
0,8761965;0;1,75, 0; 0; 1,75; 0
0,8774942;0;1,75, 0; 0; 1,75; 0
0,8787579;0;1,75, 0; 0; 1,75; 0
0,8800567;0;1,75, 0; 0; 1,75; 0
0,8814925;0;1,75, 0; 0; 1,75; 0
0,8828003;0;1,75, 0; 0; 1,75; 0
0,8841748;0;1,75, 0; 0; 1,75; 0
0,8858439;0;1,75, 0; 0; 1,75; 0
0,8872526;0;1,75, 0; 0; 1,75; 0
0,8886927;0;1,75, 0; 0; 1,75; 0
0,8901253;0;1,75, 0; 0; 1,75; 0
0,891573;0;1,75, 0; 0; 1,75; 0
0,8929514;0;1,75, 0; 0; 1,75; 0
0,8943803;0;1,75, 0; 0; 1,75; 0
0,8957191;0;1,75, 0; 0; 1,75; 0
0,8970443;0;1,75, 0; 0; 1,75; 0
0,8987565;0;1,75, 0; 0; 1,75; 0
0,9003503;0;1,75, 0; 0; 1,75; 0
0,9020272;0;1,75, 0; 0; 1,75; 0
0,9034647;0;1,75, 0; 0; 1,75; 0
0,907067;0;1,75, 0; 0; 1,75; 0
0,9084655;0;1,75, 0; 0; 1,75; 0
0,9098182;0;1,75, 0; 0; 1,75; 0
0,9111113;0;1,75, 0; 0; 1,75; 0
0,9123694;0;1,75, 0; 0; 1,75; 0
0,9138334;0;1,75, 0; 0; 1,75; 0
0,9152597;0;1,75, 0; 0; 1,75; 0
0,9165713;0;1,75, 0; 0; 1,75; 0
0,9179784;0;1,75, 0; 0; 1,75; 0
0,9194677;0;1,75, 0; 0; 1,75; 0
0,9212433;0;1,75, 0; 0; 1,75; 0
0,9230273;0;1,75, 0; 0; 1,75; 0
0,9245403;0;1,75, 0; 0; 1,75; 0
0,926157;0;1,75, 0; 0; 1,75; 0
0,9278969;0;1,75, 0; 0; 1,75; 0
0,9293522;0;1,75, 0; 0; 1,75; 0
0,9308708;0;1,75, 0; 0; 1,75; 0
0,93225;0;1,75, 0; 0; 1,75; 0
0,9336526;0;1,75, 0; 0; 1,75; 0
0,9350284;0;1,75, 0; 0; 1,75; 0
0,936362;0;1,75, 0; 0; 1,75; 0
0,9377921;0;1,75, 0; 0; 1,75; 0
0,9391429;0;1,75, 0; 0; 1,75; 0
0,9408417;0;1,75, 0; 0; 1,75; 0
0,9424732;0;1,75, 0; 0; 1,75; 0
0,9441338;0;1,75, 0; 0; 1,75; 0
0,9456733;0;1,75, 0; 0; 1,75; 0
0,9471721;0;1,75, 0; 0; 1,75; 0
0,9487201;0;1,75, 0; 0; 1,75; 0
0,9501841;0;1,75, 0; 0; 1,75; 0
0,9518254;0;1,75, 0; 0; 1,75; 0
0,9536855;0;1,75, 0; 0; 1,75; 0
0,9550454;0;1,75, 0; 0; 1,75; 0
0,956536;0;1,75, 0; 0; 1,75; 0
0,9582402;0;1,75, 0; 0; 1,75; 0
0,9596988;0;1,75, 0; 0; 1,75; 0
0,9612152;0;1,75, 0; 0; 1,75; 0
0,9628441;0;1,75, 0; 0; 1,75; 0
0,9643619;0;1,75, 0; 0; 1,75; 0
0,9658231;0;1,75, 0; 0; 1,75; 0
0,9674696;0;1,75, 0; 0; 1,75; 0
0,9688264;0;1,75, 0; 0; 1,75; 0
0,9702287;0;1,75, 0; 0; 1,75; 0
0,9716114;0;1,75, 0; 0; 1,75; 0
0,9730218;0;1,75, 0; 0; 1,75; 0
0,9744874;0;1,75, 0; 0; 1,75; 0
0,9761635;0;1,75, 0; 0; 1,75; 0
0,9776802;0;1,75, 0; 0; 1,75; 0
0,9790983;0;1,75, 0; 0; 1,75; 0
0,9806853;0;1,75, 0; 0; 1,75; 0
0,9822999;0;1,75, 0; 0; 1,75; 0
0,9839276;0;1,75, 0; 0; 1,75; 0
0,9853027;0;1,75, 0; 0; 1,75; 0
0,9865875;0;1,75, 0; 0; 1,75; 0
0,9878263;0;1,75, 0; 0; 1,75; 0
0,9891692;0;1,75, 0; 0; 1,75; 0
0,9906411;0;1,75, 0; 0; 1,75; 0
0,9924894;0;1,75, 0; 0; 1,75; 0
0,9938986;0;1,75, 0; 0; 1,75; 0
0,9958842;0;1,75, 0; 0; 1,75; 0
0,9973494;0;1,75, 0; 0; 1,75; 0
0,9990582;0;1,75, 0; 0; 1,75; 0
1,002894;0;1,75, 0; 0; 1,75; 0
1,004824;0;1,75, 0; 0; 1,75; 0
1,006414;0;1,75, 0; 0; 1,75; 0
1,008178;0;1,75, 0; 0; 1,75; 0
1,010119;0;1,75, 0; 0; 1,75; 0
1,012565;0;1,75, 0; 0; 1,75; 0
1,01465;0;1,75, 0; 0; 1,75; 0
1,016388;0;1,75, 0; 0; 1,75; 0
1,017741;0;1,75, 0; 0; 1,75; 0
1,019061;0;1,75, 0; 0; 1,75; 0
1,020334;0;1,75, 0; 0; 1,75; 0
1,021777;0;1,75, 0; 0; 1,75; 0
1,023034;0;1,75, 0; 0; 1,75; 0
1,024312;0;1,75, 0; 0; 1,75; 0
1,02594;0;1,75, 0; 0; 1,75; 0
1,027327;0;1,75, 0; 0; 1,75; 0
1,028617;0;1,75, 0; 0; 1,75; 0
1,029989;0;1,75, 0; 0; 1,75; 0
1,031475;0;1,75, 0; 0; 1,75; 0
1,032913;0;1,75, 0; 0; 1,75; 0
1,034213;0;1,75, 0; 0; 1,75; 0
1,035502;0;1,75, 0; 0; 1,75; 0
1,036768;0;1,75, 0; 0; 1,75; 0
1,038258;0;1,75, 0; 0; 1,75; 0
1,039526;0;1,75, 0; 0; 1,75; 0
1,040805;0;1,75, 0; 0; 1,75; 0
1,042399;0;1,75, 0; 0; 1,75; 0
1,043823;0;1,75, 0; 0; 1,75; 0
1,045142;0;1,75, 0; 0; 1,75; 0
1,046432;0;1,75, 0; 0; 1,75; 0
1,047719;0;1,75, 0; 0; 1,75; 0
1,048998;0;1,75, 0; 0; 1,75; 0
1,050539;0;1,75, 0; 0; 1,75; 0
1,052315;0;1,75, 0; 0; 1,75; 0
1,053688;0;1,75, 0; 0; 1,75; 0
1,055327;0;1,75, 0; 0; 1,75; 0
1,05668;0;1,75, 0; 0; 1,75; 0
1,057994;0;1,75, 0; 0; 1,75; 0
1,059312;0;1,75, 0; 0; 1,75; 0
1,060575;0;1,75, 0; 0; 1,75; 0
1,062055;0;1,75, 0; 0; 1,75; 0
